Collection ID	1245
Type	SpectraCollection
Description	2,10 mg/kg
Processing log	Standardized ppm range to 11.7817:0.00043:-2.2. Set reference [0.030000,-0.030000]. Fixed baseline. Cropped ranges: 9.5,0.18. Zeroed ranges: 6.01,5.54;4.9,4.7.
Base sample ID	5421	5422	5423	5424	5425	5426	5427
Time	2	2	2	2	2	2	2
Classification	10 mg/kg	10 mg/kg	10 mg/kg	10 mg/kg	10 mg/kg	10 mg/kg	10 mg/kg
Sample ID							
Subject ID	183	180	29	30	181	182	28
Sample Description							
Weight							
Units of weight							
Species							
X	Y0	Y1	Y2	Y3	Y4	Y5	Y6
9.44594	0.232642	0.238189	0.040833	-0.238389	0.134385	0.536431	0.308701
9.44551	0.550939	0.283311	0.027323	-0.211273	0.07874	0.50076	0.476009
9.44508	0.234404	0.251404	-0.081477	-0.827764	0.129024	0.427955	0.670905
9.44465	0.037958	0.074221	0.040435	-0.128237	-0.113068	0.472454	0.631918
9.44422	0.131039	-0.006738	0.023559	0.36661	-0.017435	0.307676	0.349677
9.44379	0.686616	0.02102	0.085063	-0.054503	0.011273	0.389363	0.636817
9.44336	0.424327	0.056521	0.13806	0.325388	-0.060609	0.525249	0.684165
9.44293	0.996751	0.075102	0.033221	-0.318981	-0.054746	0.45252	0.236689
9.4425	0.938207	0.096659	-0.0424	-0.331961	-0.019387	0.515346	0.11759
9.44207	0.781262	0.150058	0.003038	-0.155879	-0.069724	0.474914	0.373909
9.44164	0.73798	0.109146	0.109387	-0.064973	-0.070057	0.34686	0.537322
9.44121	1.076527	0.083629	-0.075667	-0.172086	-0.073787	0.097036	0.487659
9.44078	0.886655	0.166131	-0.163237	0.115445	-0.126447	-0.072171	0.460278
9.44035	0.85	0.111557	-0.12233	0.201901	-0.081242	0.15113	0.723477
9.43992	0.752642	0.17829	-0.053052	0.609495	0.021803	0.39905	0.803431
9.43949	0.795272	0.262293	0.214206	0.596626	0.302517	0.413519	0.892172
9.43906	0.947523	0.164639	0.311396	-0.098914	0.390416	0.537763	0.839535
9.43863	1.042141	0.240831	0.068392	0.137655	0.214942	0.583318	0.60312
9.4382	1.077206	0.054481	0.135557	-0.285218	0.043782	0.411485	0.489188
9.43777	1.144422	0.214375	0.175753	-0.565637	-0.000487	0.280578	0.408557
9.43734	0.997394	0.245581	0.124483	-0.15108	0.031251	0.206774	0.141542
9.43691	1.073848	0.201896	-0.134671	0.291086	0.06134	0.303291	0.203145
9.43648	1.195921	0.251886	-0.001975	0.162613	0.126386	0.405913	0.459365
9.43605	0.915283	0.202778	0.06296	-0.027352	0.165721	0.518234	0.270758
9.43562	0.902719	0.216206	0.042476	-0.016107	0.156573	0.425547	0.39287
9.43519	0.91964	0.183442	-0.100592	-0.347701	0.106207	0.555948	0.503175
9.43476	0.915003	0.181333	-0.193579	-0.793105	-0.027992	0.420932	0.246783
9.43433	1.182841	0.150293	-0.064087	-0.788343	0.003978	0.433109	0.363755
9.4339	0.999261	0.186548	0.045802	-0.305789	0.118496	0.427851	0.341605
9.43347	1.097828	0.094038	0.01776	-0.552292	0.115582	0.522718	0.321365
9.43304	1.119533	0.042929	0.069264	-0.272077	0.295087	0.581155	0.242632
9.43261	1.113256	0.053111	0.13454	-0.051025	0.210124	0.536102	0.528774
9.43218	1.364364	0.151461	0.096588	-0.207667	0.166029	0.432829	0.74359
9.43175	1.107899	0.212333	0.049183	-0.135245	0.121278	0.410641	0.665667
9.43132	1.060441	0.143523	0.141677	0.586869	0.145689	0.343704	0.442217
9.43089	0.539012	0.1431	0.086967	0.084495	0.227913	0.261771	0.261484
9.43046	0.486775	0.175088	0.166229	0.122724	0.138422	0.301365	0.014534
9.43003	0.14688	0.076123	0.192601	0.09585	0.097077	0.430526	0.274739
9.4296	0.926697	-0.029634	0.037268	0.029497	0.147459	0.4809	0.314967
9.42917	1.077335	0.098335	0.148331	-0.04946	0.174512	0.415679	0.53044
9.42874	0.314126	0.064568	-0.042145	0.708666	0.154424	0.281441	0.352998
9.42831	0.19856	0.04706	-0.040279	1.003287	0.049594	0.272764	0.276783
9.42788	0.974628	0.031168	0.048451	0.919605	-0.044761	0.450381	0.243075
9.42745	0.939518	0.117353	0.161777	0.900618	-0.169805	0.408804	0.321945
9.42702	0.771275	-0.063394	0.223075	1.044443	-0.059151	0.258731	0.479571
