Collection ID	10824
Type	SpectraCollection
Description	48,DSFu,Rat,Urine (1)
Processing log	Standardized ppm range to 11.6:0.0007:-2.0. Set reference [0.030000,-0.030000]. Fix baseline (lambda: 200.000000). Cropped ranges: 9.8,0.14. Zeroed ranges: 6.01,5.54;5.0,4.72;4.01,3.92;3.86,3.82. Sum normalized to 1000.0.  Extracted residual after subtracting peaks for:  U6.837 (13), U6.824 (14).
Base sample ID	20531	20540	20541	20553	20637	20673	20707	20748	20792	20822	20834	20835
Time	48	48	48	48	48	48	48	48	48	48	48	48
Classification	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu
Sample ID	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine
Subject ID	5	6	3	1	2	4	25	29	28	26	30	27
Sample Description												
Weight												
Units of weight												
Species	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat
X	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9	Y10	Y11	Y12
5.407800	0.201296	0.183385	0.190463	0.236586	0.189636	0.243577	0.176169	0.171338	0.186342	0.114289	0.160546	0.146164
5.407100	0.226759	0.213811	0.216990	0.281400	0.213140	0.284055	0.209436	0.189794	0.199897	0.129594	0.176029	0.164981
5.406400	0.277745	0.245861	0.264329	0.327814	0.255560	0.327652	0.243996	0.226815	0.233672	0.149579	0.210386	0.199300
5.405700	0.324949	0.280979	0.309961	0.384201	0.290525	0.382843	0.283391	0.262843	0.272786	0.169390	0.244515	0.228472
5.405000	0.377168	0.333004	0.359156	0.470984	0.329401	0.466521	0.340051	0.304368	0.315849	0.191540	0.285347	0.262591
5.404300	0.457914	0.376848	0.433313	0.543068	0.390876	0.533884	0.387707	0.364817	0.377161	0.206641	0.344669	0.313950
5.403600	0.526107	0.427660	0.498484	0.621171	0.444776	0.603655	0.443113	0.419031	0.427503	0.223568	0.393381	0.360410
5.402900	0.602325	0.505992	0.576076	0.730989	0.509121	0.701097	0.526000	0.477269	0.481946	0.255839	0.448290	0.415056
5.402200	0.713466	0.577785	0.695870	0.818243	0.613709	0.777940	0.593712	0.565366	0.566849	0.288466	0.526233	0.501496
5.401500	0.805870	0.667289	0.797996	0.911329	0.708214	0.861117	0.668655	0.640487	0.644306	0.333173	0.591530	0.576808
5.400800	0.906388	0.814093	0.916939	1.047584	0.823184	0.984237	0.780686	0.724667	0.739608	0.413852	0.667940	0.666901
5.400100	1.057328	0.949579	1.099281	1.161072	1.011980	1.090162	0.876738	0.852838	0.893739	0.495103	0.781736	0.806391
5.399400	1.185478	1.114728	1.257010	1.292788	1.187143	1.215218	0.989511	0.965010	1.035781	0.597907	0.878605	0.929721
5.398700	1.340397	1.311552	1.445560	1.449058	1.404112	1.362753	1.119615	1.098167	1.209925	0.722164	0.992960	1.078861
5.398000	1.523772	1.559076	1.667586	1.645518	1.666176	1.551488	1.280344	1.254720	1.416999	0.880174	1.127364	1.253471
5.397300	1.756077	1.983017	1.946154	1.987488	1.998170	1.877726	1.555550	1.450531	1.679144	1.161709	1.294996	1.470912
5.396600	2.162252	2.386449	2.415047	2.327568	2.568882	2.198789	1.827218	1.786388	2.130922	1.447377	1.584688	1.837515
5.395900	2.558315	2.878806	2.853258	2.771265	3.099930	2.609505	2.182561	2.108878	2.561851	1.823910	1.864908	2.185492
5.395200	3.047993	3.583473	3.363602	3.469099	3.698153	3.239097	2.756176	2.498532	3.076751	2.424287	2.215430	2.607746
5.394500	3.744207	4.031278	4.033640	3.977924	4.419123	3.677440	3.194580	3.041073	3.774343	2.865097	2.736297	3.206922
5.393800	4.161507	4.198844	4.399897	4.266865	4.732536	3.890165	3.478408	3.362108	4.169982	3.115676	3.090320	3.584138
5.393100	4.260961	3.886127	4.456917	4.101669	4.640477	3.672921	3.419312	3.442501	4.244324	2.992813	3.260385	3.720748
5.392400	3.838244	3.324370	4.031685	3.575329	3.984959	3.168861	3.030610	3.128590	3.807387	2.588516	3.085726	3.453118
5.391700	3.214434	2.656435	3.431542	2.870859	3.264617	2.529233	2.460117	2.652334	3.189295	2.064954	2.676536	2.970244
5.391000	2.520186	2.034566	2.747862	2.190020	2.549934	1.922451	1.891430	2.113816	2.510931	1.573954	2.151031	2.388408
5.390300	1.896077	1.541868	2.114123	1.641922	1.936761	1.440595	1.426870	1.623587	1.906112	1.191632	1.648042	1.843448
5.389600	1.418799	1.063791	1.609443	1.111347	1.475924	0.974994	0.974726	1.237069	1.442113	0.828891	1.248060	1.407871
5.388900	0.962216	0.813204	1.109482	0.836284	1.032629	0.732594	0.739301	0.860276	0.998154	0.641597	0.858449	0.981827
5.388200	0.726587	0.636797	0.842020	0.646708	0.796594	0.564908	0.576787	0.662775	0.767316	0.511776	0.654107	0.753776
5.387500	0.561568	0.464753	0.651213	0.468289	0.627838	0.407087	0.423627	0.522788	0.604039	0.386409	0.511784	0.592373
5.386800	0.403323	0.367687	0.461407	0.372255	0.460533	0.320456	0.338444	0.387475	0.439974	0.316939	0.375272	0.435145
5.386100	0.317637	0.295740	0.356247	0.300612	0.368756	0.254106	0.272842	0.312276	0.350476	0.261182	0.299595	0.347752
5.385400	0.249749	0.222659	0.278166	0.224395	0.300276	0.188202	0.206238	0.255992	0.284815	0.202737	0.245110	0.283724
5.384700	0.181638	0.180901	0.201517	0.181037	0.230385	0.151039	0.168584	0.197645	0.215731	0.170597	0.190015	0.218368
5.384000	0.143962	0.148703	0.159076	0.148045	0.188516	0.122614	0.140157	0.162809	0.178756	0.145727	0.157601	0.179754
5.383300	0.115833	0.117590	0.127032	0.115520	0.154434	0.095015	0.111765	0.135718	0.148863	0.121069	0.130525	0.150009
5.382600	0.088118	0.100653	0.095380	0.098143	0.121762	0.080405	0.095768	0.110881	0.120108	0.107626	0.104792	0.120502
5.381900	0.073291	0.084665	0.076089	0.085780	0.103423	0.070643	0.085334	0.096649	0.102378	0.097443	0.090866	0.103893
5.381200	0.061968	0.072885	0.058802	0.077113	0.089296	0.063942	0.077017	0.086451	0.088106	0.087988	0.079955	0.090518
5.380500	0.055100	0.064160	0.045724	0.070677	0.078026	0.059719	0.071302	0.077709	0.077232	0.081242	0.072236	0.079845
5.379800	0.047866	0.054778	0.036001	0.063943	0.070711	0.054112	0.064247	0.072165	0.070433	0.073234	0.068000	0.072880
5.379100	0.040929	0.048956	0.026761	0.059621	0.058914	0.050906	0.059634	0.066149	0.062122	0.068247	0.061943	0.063723
5.378400	0.033670	0.043190	0.020855	0.052297	0.052522	0.044341	0.052194	0.061011	0.056134	0.061921	0.057030	0.058305
5.377700	0.028643	0.033643	0.014606	0.043335	0.044462	0.037289	0.045805	0.054415	0.049924	0.054426	0.051576	0.050934
5.377000	0.022131	0.027721	0.007435	0.038832	0.037339	0.032538	0.042453	0.047827	0.042189	0.050208	0.044288	0.043891
5.376300	0.018767	0.025781	0.002921	0.036149	0.032346	0.029387	0.039391	0.042670	0.038839	0.047628	0.040620	0.040471
5.375600	0.016472	0.022355	-0.001355	0.033533	0.027548	0.028195	0.036159	0.040278	0.035168	0.046418	0.037519	0.036773
5.374900	0.016064	0.021230	-0.005736	0.033893	0.025660	0.030390	0.036620	0.038450	0.031966	0.047330	0.035422	0.034318
5.374200	0.015871	0.020352	-0.006046	0.035925	0.024511	0.033783	0.035128	0.037578	0.030393	0.046383	0.035491	0.032687
5.373500	0.013252	0.016919	-0.006882	0.038198	0.021690	0.036957	0.033700	0.037084	0.029303	0.043481	0.034948	0.030288
5.372800	0.011464	0.016076	-0.011705	0.035866	0.018430	0.035463	0.031675	0.035086	0.026756	0.040042	0.033627	0.027406
5.372100	0.008637	0.014812	-0.013664	0.030682	0.014963	0.030107	0.027609	0.032782	0.025207	0.035984	0.032172	0.025629
5.371400	0.005598	0.012305	-0.015049	0.025293	0.012306	0.022832	0.023624	0.030286	0.022751	0.031280	0.029054	0.022421
5.370700	0.003057	0.009062	-0.016596	0.020202	0.009763	0.016655	0.020247	0.027140	0.019093	0.028291	0.025298	0.019439
5.370000	0.000836	0.007321	-0.018371	0.016555	0.006420	0.011946	0.018305	0.024711	0.016196	0.024887	0.022694	0.017605
5.369300	-0.000922	0.005953	-0.020930	0.015491	0.003050	0.010991	0.017203	0.022200	0.013496	0.023773	0.020034	0.014751
5.368600	-0.000597	0.005620	-0.021528	0.014782	0.002704	0.010214	0.017777	0.020878	0.012429	0.024251	0.019087	0.014161
5.367900	-0.001566	0.003277	-0.021910	0.015255	0.002990	0.012042	0.018822	0.020313	0.011454	0.025287	0.018784	0.014039
5.367200	-0.001344	0.003023	-0.023380	0.016545	0.001871	0.013247	0.019064	0.020311	0.011538	0.025932	0.019481	0.013484
5.366500	-0.002259	0.003730	-0.022381	0.016213	0.002730	0.014566	0.019113	0.020481	0.011835	0.024672	0.020352	0.012379
5.365800	-0.002848	0.004541	-0.023482	0.015211	0.001703	0.014244	0.017604	0.020014	0.011768	0.022232	0.019440	0.013499
5.365100	-0.003291	0.003480	-0.023964	0.013697	0.001119	0.011723	0.014863	0.019900	0.010997	0.018151	0.018468	0.012302
5.364400	-0.005266	0.001848	-0.023776	0.010343	0.000707	0.008756	0.012179	0.018477	0.009864	0.015701	0.017499	0.011773
5.363700	-0.005929	0.000805	-0.023903	0.007697	-0.000316	0.005916	0.011085	0.017177	0.008690	0.015039	0.015400	0.010934
5.363000	-0.006747	-0.000273	-0.023623	0.006616	0.000142	0.003233	0.010279	0.015822	0.008395	0.014603	0.012314	0.009438
5.362300	-0.007158	-0.001011	-0.023417	0.007152	-0.001162	0.002548	0.009854	0.014581	0.006401	0.014546	0.012362	0.008914
5.361600	-0.006423	-0.001771	-0.023741	0.008134	-0.000805	0.003564	0.011103	0.014396	0.006868	0.014079	0.011650	0.008696
5.360900	-0.004389	-0.001932	-0.023048	0.010496	-0.000217	0.006371	0.011123	0.014296	0.006057	0.014107	0.011072	0.009201
5.360200	-0.004189	0.001119	-0.021771	0.012824	0.000134	0.008231	0.012414	0.014960	0.006847	0.014901	0.011705	0.011241
5.359500	-0.002885	0.002012	-0.018036	0.011889	0.002408	0.005858	0.012943	0.016351	0.008883	0.015580	0.013530	0.014324
5.358800	-0.003271	0.001113	-0.013778	0.010686	0.002227	0.004899	0.012534	0.016754	0.010543	0.014532	0.015027	0.013554
5.358100	-0.005139	-0.000564	-0.010397	0.008641	0.001108	0.002620	0.011646	0.016347	0.008872	0.012936	0.014129	0.012198
5.357400	-0.006086	-0.001894	-0.016067	0.007075	0.000566	0.001543	0.010590	0.013925	0.007086	0.012073	0.011136	0.009779
5.356700	-0.006792	-0.002130	-0.019687	0.005551	0.000687	0.000771	0.009822	0.012470	0.005693	0.011520	0.009966	0.008819
5.356000	-0.006039	-0.002163	-0.021821	0.005142	-0.000441	0.001681	0.008478	0.012720	0.005022	0.011104	0.009909	0.007483
5.355300	-0.005189	-0.001557	-0.023654	0.004310	-0.001038	0.002468	0.009224	0.012122	0.004557	0.012055	0.010946	0.008196
5.354600	-0.005808	-0.001752	-0.023938	0.005901	-0.001352	0.003201	0.009397	0.012798	0.006365	0.013096	0.012396	0.009096
5.353900	-0.004489	0.000890	-0.022953	0.006998	0.000116	0.004614	0.012674	0.013403	0.007360	0.014400	0.013244	0.010906
5.353200	-0.002374	0.002435	-0.021775	0.008671	0.001124	0.006705	0.013901	0.014818	0.006540	0.015603	0.013892	0.013420
5.352500	0.000605	0.005506	-0.021153	0.011241	0.004998	0.008775	0.016400	0.017309	0.009568	0.016502	0.015503	0.015619
5.351800	0.002360	0.006697	-0.019397	0.012600	0.007729	0.009804	0.017979	0.020012	0.012928	0.016323	0.016820	0.016882
5.351100	0.001761	0.007211	-0.017079	0.012926	0.007857	0.010506	0.016597	0.020637	0.013577	0.015763	0.017967	0.016054
5.350400	-0.001420	0.004768	-0.017182	0.009845	0.007555	0.008779	0.013142	0.020689	0.014116	0.013585	0.018297	0.013770
5.349700	-0.004424	0.001701	-0.019553	0.007208	0.004559	0.006836	0.011514	0.018670	0.013685	0.011656	0.015755	0.010105
5.349000	-0.005819	-0.001330	-0.022110	0.005199	0.001696	0.004874	0.009258	0.016095	0.013683	0.010083	0.012534	0.006997
5.348300	-0.006087	-0.002983	-0.023766	0.004082	0.001084	0.003475	0.008057	0.014316	0.011379	0.009224	0.011297	0.006658
5.347600	-0.007081	-0.001955	-0.026007	0.003578	0.000875	0.003207	0.009066	0.013394	0.008587	0.009645	0.011136	0.006216
5.346900	-0.007636	-0.002466	-0.023726	0.004500	0.001532	0.003085	0.008637	0.013659	0.009392	0.011033	0.010855	0.006744
5.346200	-0.007076	-0.001586	-0.019274	0.005652	0.001741	0.002931	0.009563	0.013694	0.008860	0.012046	0.011057	0.007953
5.345500	-0.004570	-0.000298	-0.016187	0.009215	0.003787	0.004977	0.012022	0.014248	0.009878	0.012472	0.011957	0.009679
5.344800	-0.002716	0.002150	-0.016124	0.011841	0.006652	0.007796	0.014565	0.015139	0.011141	0.012553	0.013834	0.010798
5.344100	-0.001322	0.002549	-0.017642	0.011517	0.008489	0.007708	0.013390	0.016922	0.011659	0.010979	0.014727	0.011080
5.343400	-0.002276	0.000766	-0.019247	0.009961	0.007671	0.005290	0.009288	0.015769	0.009872	0.008409	0.013903	0.009390
5.342700	-0.005003	-0.002178	-0.021660	0.007080	0.005379	0.001987	0.006732	0.012905	0.006229	0.006555	0.011855	0.007965
5.342000	-0.006402	-0.004665	-0.025532	0.006611	0.000989	0.001458	0.006339	0.012089	0.002662	0.006626	0.009632	0.006447
5.341300	-0.008109	-0.004891	-0.026993	0.005094	-0.000530	0.000580	0.006455	0.011147	0.001440	0.006005	0.008295	0.007087
5.340600	-0.009357	-0.007038	-0.028040	0.003192	-0.002295	0.000154	0.005924	0.009967	0.001188	0.004265	0.006771	0.008497
5.339900	-0.009994	-0.008323	-0.029665	0.002328	-0.003358	-0.000833	0.005754	0.008348	0.001415	0.003161	0.006347	0.006705
5.339200	-0.011331	-0.007662	-0.030386	0.002543	-0.004985	-0.001190	0.004706	0.007554	0.001722	0.002677	0.004997	0.005171
5.338500	-0.011459	-0.008293	-0.030845	0.002398	-0.004171	-0.001641	0.004233	0.006549	0.003396	0.002735	0.005890	0.003882
5.337800	-0.011660	-0.007894	-0.031868	0.002431	-0.003039	-0.002004	0.004377	0.006321	0.003076	0.002401	0.004090	0.003846
5.337100	-0.012285	-0.008495	-0.031202	0.001930	-0.001484	-0.002995	0.004388	0.005691	0.004342	0.003462	0.004106	0.003312
5.336400	-0.011861	-0.008161	-0.030471	0.000778	-0.002120	-0.002745	0.002807	0.005554	0.004633	0.002352	0.003842	0.002519
5.335700	-0.011824	-0.008864	-0.029692	-0.000641	-0.004378	-0.003370	0.003448	0.005982	0.003082	0.002254	0.004078	0.001515
5.335000	-0.012119	-0.009315	-0.031725	-0.000822	-0.004563	-0.004232	0.003480	0.005132	0.001588	0.001648	0.003690	0.001305
5.334300	-0.013233	-0.010582	-0.032369	-0.000491	-0.007000	-0.004917	0.002433	0.004056	-0.001228	0.001517	0.003605	0.000104
5.333600	-0.013698	-0.010597	-0.031816	-0.000963	-0.005987	-0.005112	0.001944	0.002704	-0.002442	0.001019	0.003655	-0.000054
5.332900	-0.014035	-0.009851	-0.030070	-0.000375	-0.006094	-0.004936	0.001827	0.002892	-0.002802	0.000651	0.003327	0.000574
5.332200	-0.013595	-0.009680	-0.029836	-0.001091	-0.005969	-0.005344	0.001363	0.002795	-0.003813	0.000700	0.003571	0.000704
5.331500	-0.012877	-0.009605	-0.030662	-0.002017	-0.005571	-0.005663	0.000879	0.003856	-0.004797	-0.000127	0.002206	0.000585
5.330800	-0.013516	-0.008870	-0.031483	-0.002626	-0.004827	-0.006699	0.001407	0.004515	-0.004397	-0.000115	0.003018	-0.000315
5.330100	-0.013197	-0.009997	-0.032309	-0.002903	-0.003456	-0.006516	0.000909	0.004036	-0.002693	-0.000130	0.002259	-0.000652
5.329400	-0.013803	-0.008672	-0.031939	-0.003020	-0.003160	-0.006965	0.000666	0.004414	-0.003966	-0.000818	0.002087	-0.000407
5.328700	-0.013387	-0.008640	-0.031620	-0.003203	-0.003336	-0.007460	0.001773	0.004015	-0.004023	-0.001125	0.001671	0.000461
5.328000	-0.012904	-0.009075	-0.030308	-0.001872	-0.003831	-0.006707	0.001365	0.004712	-0.002586	-0.000613	0.001357	0.002601
5.327300	-0.013178	-0.009083	-0.029381	-0.000052	-0.006793	-0.005642	0.000463	0.004572	-0.001144	-0.000142	0.003096	0.003574
5.326600	-0.013939	-0.010134	-0.027884	-0.000285	-0.008509	-0.004712	-0.000550	0.003831	0.001767	-0.000856	0.003401	0.002304
5.325900	-0.014053	-0.010067	-0.026453	-0.001976	-0.009028	-0.005714	0.000170	0.003257	0.001978	-0.000876	0.003427	0.000818
5.325200	-0.015619	-0.011442	-0.027902	-0.002108	-0.009783	-0.007347	0.000245	0.001761	0.000115	-0.000633	0.002225	-0.000673
5.324500	-0.015923	-0.010924	-0.029825	-0.002922	-0.009455	-0.008504	0.000189	0.001300	-0.002455	-0.002008	0.001656	-0.001307
5.323800	-0.015457	-0.011064	-0.029905	-0.004160	-0.010076	-0.008998	-0.000554	0.001783	-0.004675	-0.002283	0.001053	-0.001860
5.323100	-0.015132	-0.010439	-0.029661	-0.004592	-0.010374	-0.009577	-0.000306	0.000857	-0.005396	-0.002696	0.001106	-0.001434
5.322400	-0.014908	-0.010101	-0.029683	-0.005400	-0.011234	-0.009614	-0.001046	0.000885	-0.006206	-0.002427	0.001205	-0.001998
5.321700	-0.015185	-0.010385	-0.029589	-0.005649	-0.011232	-0.009477	-0.000884	0.000447	-0.005748	-0.002609	0.000533	-0.001858
5.321000	-0.015965	-0.010984	-0.030451	-0.006584	-0.011797	-0.009884	-0.001256	0.000909	-0.006871	-0.002712	0.000322	-0.002385
5.320300	-0.014216	-0.010597	-0.030611	-0.006231	-0.011927	-0.011052	-0.000703	0.000444	-0.008145	-0.002871	0.000089	-0.002483
5.319600	-0.014838	-0.011504	-0.030508	-0.006069	-0.012998	-0.011324	-0.000601	0.001176	-0.008211	-0.002833	0.000909	-0.003741
5.318900	-0.014606	-0.011599	-0.030407	-0.006830	-0.012767	-0.011002	-0.000852	0.001013	-0.008046	-0.001907	0.000659	-0.003360
5.318200	-0.014622	-0.011490	-0.029776	-0.006458	-0.011589	-0.010544	-0.000424	0.000663	-0.008843	-0.002410	0.000043	-0.003205
5.317500	-0.013338	-0.011658	-0.029755	-0.004436	-0.012469	-0.010433	0.001215	0.001024	-0.008921	-0.001434	0.000243	-0.001776
5.316800	-0.012734	-0.010633	-0.030159	-0.003905	-0.011019	-0.008805	0.001000	0.002561	-0.008684	-0.001494	0.001852	-0.002057
5.316100	-0.012293	-0.010296	-0.029229	-0.004251	-0.011451	-0.008650	0.001082	0.003169	-0.007442	-0.001652	0.001401	-0.002358
5.315400	-0.013203	-0.009739	-0.027770	-0.004876	-0.011376	-0.008848	-0.000165	0.003021	-0.008791	-0.002969	0.001882	-0.001127
5.314700	-0.013681	-0.011306	-0.028546	-0.005591	-0.012508	-0.009365	0.000096	0.002329	-0.007568	-0.003075	0.001694	-0.001977
5.314000	-0.014375	-0.011900	-0.029167	-0.006501	-0.012005	-0.009425	0.000126	0.001871	-0.008118	-0.004052	0.000939	-0.002163
5.313300	-0.014059	-0.011781	-0.028890	-0.006656	-0.011716	-0.009630	0.000032	0.002165	-0.008105	-0.002922	0.000869	-0.001680
5.312600	-0.014053	-0.011558	-0.029332	-0.006545	-0.013164	-0.009469	-0.000540	0.002230	-0.007962	-0.003243	-0.000319	-0.001147
5.311900	-0.013854	-0.012433	-0.030399	-0.006800	-0.012603	-0.011025	-0.001325	0.000582	-0.008380	-0.003412	-0.000705	-0.001539
5.311200	-0.013143	-0.011709	-0.029870	-0.006470	-0.013550	-0.010714	-0.000117	0.000646	-0.008280	-0.001992	-0.000632	-0.001397
5.310500	-0.012730	-0.011310	-0.029098	-0.006080	-0.013462	-0.010390	-0.000082	0.001091	-0.008443	-0.002024	0.000653	-0.001402
5.309800	-0.012549	-0.011164	-0.030883	-0.005404	-0.012159	-0.010103	-0.000247	0.000546	-0.008024	-0.001846	0.000817	-0.000840
5.309100	-0.013567	-0.010929	-0.030747	-0.005122	-0.012495	-0.009452	0.000039	0.001395	-0.007963	-0.001920	0.001474	-0.000486
5.308400	-0.013511	-0.010855	-0.028983	-0.004864	-0.011677	-0.008773	0.001048	0.001250	-0.007743	-0.001913	0.001592	0.000126
5.307700	-0.013086	-0.009993	-0.027054	-0.004573	-0.011360	-0.010120	-0.000260	0.001862	-0.007152	-0.002270	0.001512	0.000531
5.307000	-0.014594	-0.010167	-0.026708	-0.005691	-0.012128	-0.009572	-0.001132	0.001467	-0.007392	-0.003284	0.001916	-0.000594
5.306300	-0.013893	-0.010341	-0.026942	-0.006585	-0.014007	-0.010681	-0.000930	0.001180	-0.006654	-0.003288	0.000933	-0.000507
5.305600	-0.012807	-0.011411	-0.027868	-0.007584	-0.014014	-0.011475	-0.001076	0.000484	-0.006706	-0.004545	-0.000437	-0.001249
5.304900	-0.014654	-0.010699	-0.028978	-0.007728	-0.013788	-0.011429	-0.001653	-0.000585	-0.007455	-0.005117	-0.000550	-0.001610
5.304200	-0.014617	-0.011719	-0.028395	-0.007953	-0.014072	-0.011944	-0.001569	-0.001035	-0.007086	-0.005855	-0.001608	-0.001363
5.303500	-0.015022	-0.012022	-0.028212	-0.007786	-0.014031	-0.011641	-0.001708	-0.000239	-0.008325	-0.005151	-0.002109	-0.001506
5.302800	-0.014655	-0.011942	-0.027997	-0.007069	-0.013761	-0.011399	-0.000284	0.000376	-0.008392	-0.003556	-0.001004	-0.000579
5.302100	-0.013998	-0.011647	-0.029058	-0.006118	-0.013599	-0.011373	-0.000471	0.000295	-0.007659	-0.004390	-0.001617	-0.000778
5.301400	-0.013652	-0.011208	-0.028368	-0.005790	-0.014117	-0.011539	0.000548	0.000613	-0.007312	-0.004193	-0.001695	-0.000414
5.300700	-0.013486	-0.011560	-0.028277	-0.005536	-0.013320	-0.011362	0.000063	0.000936	-0.007621	-0.002641	-0.000782	-0.000539
5.300000	-0.013366	-0.010953	-0.028743	-0.004524	-0.012205	-0.010232	-0.000354	0.001815	-0.007581	-0.001269	-0.001486	-0.000169
5.299300	-0.012901	-0.011527	-0.027469	-0.005453	-0.012963	-0.009604	-0.000994	0.001612	-0.006325	-0.002266	-0.000655	-0.001103
5.298600	-0.013925	-0.011799	-0.028175	-0.006143	-0.012929	-0.010332	-0.001819	0.000924	-0.005045	-0.003732	-0.000830	-0.001954
5.297900	-0.014642	-0.011194	-0.028231	-0.007256	-0.012965	-0.011437	-0.001872	-0.000134	-0.005852	-0.004254	-0.000347	-0.001235
5.297200	-0.015781	-0.011452	-0.027714	-0.007625	-0.012451	-0.011783	-0.002508	0.000255	-0.005910	-0.004603	-0.000703	-0.001638
5.296500	-0.016019	-0.012699	-0.028656	-0.006671	-0.011524	-0.012317	-0.002271	-0.000353	-0.006230	-0.005689	-0.000959	-0.001945
5.295800	-0.016229	-0.012111	-0.028761	-0.007033	-0.012388	-0.012535	-0.002002	-0.000842	-0.007335	-0.004691	-0.001790	-0.002156
5.295100	-0.015058	-0.012210	-0.029969	-0.007312	-0.012002	-0.013059	-0.001782	0.000770	-0.007955	-0.003646	-0.001885	-0.002687
5.294400	-0.013913	-0.011404	-0.029342	-0.006582	-0.011233	-0.011676	-0.000837	0.001043	-0.007079	-0.003707	-0.001029	-0.002265
5.293700	-0.013226	-0.010798	-0.028880	-0.005249	-0.011112	-0.010611	0.000135	0.000129	-0.007131	-0.002708	-0.000841	-0.000848
5.293000	-0.012099	-0.010576	-0.027901	-0.004268	-0.010352	-0.009269	0.001359	0.001172	-0.004661	-0.002729	-0.000814	0.000275
5.292300	-0.011207	-0.009912	-0.028179	-0.003850	-0.009881	-0.009500	0.000800	0.002692	-0.004408	-0.002311	0.000623	0.000014
5.291600	-0.011057	-0.008788	-0.027088	-0.004343	-0.009384	-0.009417	0.000819	0.002696	-0.003385	-0.002106	0.000742	0.000024
5.290900	-0.011628	-0.008398	-0.027267	-0.004492	-0.008734	-0.009957	0.001420	0.001986	-0.004411	-0.002630	0.001286	0.000242
5.290200	-0.012979	-0.010179	-0.027268	-0.004394	-0.008591	-0.010036	0.000793	0.001650	-0.004690	-0.002370	0.000850	-0.000030
5.289500	-0.013181	-0.008826	-0.026468	-0.003424	-0.009106	-0.009379	0.000931	0.001625	-0.003573	-0.000521	0.000054	-0.000512
5.288800	-0.010043	-0.007795	-0.025265	-0.002051	-0.009942	-0.008060	0.002036	0.003083	-0.004779	0.001072	0.000423	-0.000175
5.288100	-0.008503	-0.007140	-0.025511	-0.000441	-0.009408	-0.006536	0.003172	0.004588	-0.003305	0.000850	0.001584	0.000516
5.287400	-0.008144	-0.005510	-0.024652	-0.000397	-0.006899	-0.006553	0.002187	0.005721	-0.000938	-0.000659	0.003165	0.002186
5.286700	-0.009591	-0.006019	-0.024345	-0.000756	-0.005486	-0.006259	0.001745	0.005056	-0.001029	-0.001921	0.004320	0.002145
5.286000	-0.010636	-0.006187	-0.024013	0.000427	-0.006240	-0.006616	0.002367	0.004808	-0.001057	-0.001571	0.003662	0.000863
5.285300	-0.011080	-0.005997	-0.025092	0.000367	-0.007236	-0.005976	0.003477	0.004965	0.000222	-0.001440	0.003076	0.001452
5.284600	-0.010265	-0.007110	-0.023813	0.000056	-0.006924	-0.004533	0.003023	0.004494	0.001253	0.000415	0.003737	0.000757
5.283900	-0.008860	-0.006953	-0.023723	0.001362	-0.007072	-0.003754	0.006439	0.004519	0.000006	0.006023	0.002921	0.001884
