0.44059,0.39422,0.32366,0.14424,0.10795,0.02328,-0.019056,-0.053328,-0.10373,-0.1884,-0.30734,-0.40411,-0.77506,-0.83755
1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.44059,0.39422,0.32366,0.14424,0.10795,0.019248,-0.019056,-0.053328,-0.10373,-0.1884,-0.30734,-0.40411,-0.77506,-0.83755
1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.33576,0.29342,0.14021,0.067632,0.02328,-0.010992,-0.083568,-0.1884,-0.41621,-0.45048,-0.77506,-0.83755,-0.91618,-0.93835
2,3,4,6,7,8,9,10,12,0,13,14,0,0
0.33374,0.29342,0.13416,0.065616,0.019248,-0.013008,-0.083568,-0.18638,-0.41419,-0.77304,-0.83554
2,3,4,6,7,8,9,10,12,13,14
0.33374,0.28939,0.13214,0.079728,0.035376,0.00312,-0.07752,-0.18034,-0.2771,-0.41419,-0.44645,-0.77304,-0.83755,-0.93029,-0.95045
2,3,4,6,7,8,9,10,0,12,0,13,14,0,0
0.42043,0.36398,0.32366,0.28133,0.14021,0.10392,0.019248,-0.023088,-0.05736,-0.10574,-0.22066,-0.30734,-0.43032,-0.5412,-0.57547,-0.77506,-0.83755,-0.96658
1,0,0,3,4,5,6,7,8,9,10,11,12,0,0,13,14,0
