HMDB_metabolite_name	Peak_position(ppm)	Peak_Intensity	Multiplet_type	Multiplet_Centre(ppm)	Multiplet_Start(ppm)	Multiplet_End(ppm)
Oxoglutaric acid	2.984	0.5077	t	2.996	2.977	3.014
Oxoglutaric acid	2.996	0.9996	t	2.996	2.977	3.014
Oxoglutaric acid	3.007	0.4397	t	2.996	2.977	3.014
Glyceric acid	 3.72	 0.4461	 m	 3.78	 3.7	 3.86
Glyceric acid	 3.73	 0.6201	 m	 3.78	 3.7	 3.86
Glyceric acid	 3.74	 0.7879	 m	 3.78	 3.7	 3.86
Glyceric acid	 3.75	 0.9907	 m	 3.78	 3.7	 3.86
Glyceric acid	 3.81	 0.8292	 m	 3.78	 3.7	 3.86
Glyceric acid	 3.81	 1.0000	 m	 3.78	 3.7	 3.86
Glyceric acid	 3.83	 0.5207	 m	 3.78	 3.7	 3.86
Glyceric acid	 3.84	 0.5428	 m	 3.78	 3.7	 3.86
Glyceric acid	 4.12	 0.4023	 m	 4.13	 4.12	 4.15
Glyceric acid	 4.13	 0.4993	 m	 4.13	 4.12	 4.15
Glyceric acid	 4.14	 0.5375	 m	 4.13	 4.12	 4.15
Glyceric acid	 4.14	 0.5683	 m	 4.13	 4.12	 4.15
Glyceric acid	 4.12	 0.4023	 m	 4.13	 4.12	 4.15
Glyceric acid	 4.13	 0.4993	 m	 4.13	 4.12	 4.15
Glyceric acid	 4.14	 0.5375	 m	 4.13	 4.12	 4.15
Glyceric acid	 4.14	 0.5683	 m	 4.13	 4.12	 4.15
