Collection ID	10825
Type	SpectraCollection
Description	48,VeVe,Rat,Urine (1)
Processing log	Standardized ppm range to 11.6:0.0007:-2.0. Set reference [0.030000,-0.030000]. Fix baseline (lambda: 200.000000). Cropped ranges: 9.8,0.14. Zeroed ranges: 6.01,5.54;5.0,4.72;4.01,3.92;3.86,3.82. Sum normalized to 1000.0.  Extracted residual after subtracting peaks for:  U6.837 (13), U6.824 (14).
Base sample ID	20509	20526	20539	20590	20592	20648	20690	20715	20819	20826	20837
Time	48	48	48	48	48	48	48	48	48	48	48
Classification	VeVe	VeVe	VeVe	VeVe	VeVe	VeVe	VeVe	VeVe	VeVe	VeVe	VeVe
Sample ID	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine
Subject ID	20	21	19	24	22	23	44	46	47	45	43
Sample Description											
Weight											
Units of weight											
Species	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat
X	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9	Y10	Y11
8.810500	-0.001285	-0.002625	-0.002769	-0.002425	-0.001703	-0.002059	-0.001387	-0.001908	0.000024	-0.003099	-0.001315
8.809800	-0.001270	-0.001454	-0.002318	-0.003134	-0.002015	-0.001169	-0.001320	-0.001962	-0.000503	-0.002853	-0.001817
8.809100	-0.001636	-0.002010	-0.002100	-0.003490	-0.002056	-0.001069	-0.001018	-0.000982	-0.000940	-0.003113	-0.002330
8.808400	-0.001972	-0.002353	-0.002531	-0.003327	-0.002314	-0.001926	-0.000666	-0.001138	-0.000743	-0.002911	-0.002020
8.807700	-0.001425	-0.001939	-0.002011	-0.002751	-0.001994	-0.002716	-0.000685	-0.001218	-0.001493	-0.002246	-0.001422
8.807000	-0.001732	-0.001150	-0.002500	-0.002484	-0.002229	-0.002417	-0.001135	-0.001343	-0.000915	-0.002664	-0.000719
8.806300	-0.001540	-0.001139	-0.002340	-0.002822	-0.002003	-0.002065	-0.001460	-0.001711	-0.000767	-0.002956	-0.000088
8.805600	-0.001296	-0.001724	-0.002113	-0.002654	-0.002692	-0.002114	-0.001033	-0.001742	-0.000770	-0.002298	0.001352
8.804900	-0.001968	-0.001475	-0.002205	-0.002115	-0.003113	-0.001487	-0.000992	-0.001593	-0.000975	-0.002164	0.001864
8.804200	-0.001975	-0.001621	-0.002171	-0.002343	-0.002699	-0.000892	-0.000648	-0.001228	-0.000088	-0.002582	0.001629
8.803500	-0.001486	-0.002070	-0.002494	-0.001464	-0.001944	-0.000438	-0.000590	-0.001345	0.000753	-0.002616	-0.000122
8.802800	-0.001135	-0.001942	-0.002368	-0.000668	-0.001104	0.000275	0.000442	-0.001403	0.000910	-0.002486	-0.000053
8.802100	-0.000154	-0.001122	-0.002124	-0.001094	-0.001272	-0.000301	0.001060	-0.000650	-0.000091	-0.003037	-0.000643
8.801400	0.000735	-0.001189	-0.002848	-0.001747	-0.001286	-0.002044	-0.000063	-0.000471	-0.000847	-0.002428	-0.001015
8.800700	0.000227	-0.002318	-0.002911	-0.001938	-0.002734	-0.002705	-0.000271	-0.000934	-0.001488	-0.002810	-0.001318
8.800000	-0.000531	-0.002436	-0.002314	-0.002156	-0.002444	-0.002322	0.000027	-0.001223	-0.001408	-0.001634	-0.001013
8.799300	-0.001143	-0.002990	-0.002126	-0.002425	-0.001843	-0.002751	-0.000167	-0.001170	-0.001390	-0.001081	-0.001370
8.798600	-0.001976	-0.002213	-0.001456	-0.002317	-0.001698	-0.002579	-0.001193	-0.001359	-0.002080	-0.000415	-0.001580
8.797900	-0.001908	-0.002305	-0.002943	-0.002626	-0.002605	-0.002718	-0.001599	-0.001022	-0.001737	-0.001004	-0.001504
8.797200	-0.001584	-0.001566	-0.002483	-0.001925	-0.002315	-0.002067	-0.001104	-0.001296	-0.001016	-0.001010	-0.000948
8.796500	-0.001787	-0.001761	-0.002516	-0.002173	-0.002048	-0.002450	-0.001401	-0.001414	-0.001926	-0.001843	-0.000776
8.795800	-0.001471	-0.002231	-0.002627	-0.002343	-0.002117	-0.001790	-0.001336	-0.000948	-0.001600	-0.001292	-0.001005
8.795100	-0.001437	-0.002002	-0.002895	-0.002813	-0.001031	-0.001423	-0.000780	-0.000421	-0.001482	-0.001851	-0.001655
8.794400	-0.001771	-0.001423	-0.003080	-0.002210	-0.000833	-0.001075	-0.000518	-0.000553	-0.001349	-0.001847	-0.000853
8.793700	-0.001301	-0.001423	-0.002738	-0.001531	-0.000512	-0.000961	-0.000333	-0.000792	-0.000963	-0.002004	-0.000915
8.793000	-0.000752	-0.000324	-0.001468	-0.001596	-0.000976	-0.000917	-0.000453	-0.001018	-0.000964	-0.002269	-0.000958
8.792300	-0.000446	-0.000728	-0.001114	-0.001357	-0.001719	-0.001042	-0.000217	-0.000474	-0.000847	-0.001882	-0.000426
8.791600	-0.000650	-0.000767	-0.001366	-0.001201	-0.000852	-0.001773	-0.000161	0.000390	-0.000727	-0.001887	0.000148
8.790900	-0.000840	-0.001502	-0.002384	-0.001388	-0.000948	-0.001623	-0.000338	-0.000479	-0.000702	-0.001316	-0.000695
8.790200	-0.000868	-0.001525	-0.002446	-0.001755	-0.002374	-0.001840	-0.000338	-0.000872	-0.001192	-0.001622	-0.001033
8.789500	-0.000308	-0.002044	-0.001467	-0.002399	-0.002278	-0.001839	0.000211	-0.000723	-0.000945	-0.002628	-0.000800
8.788800	-0.000720	-0.002027	-0.001780	-0.002374	-0.002091	-0.001859	-0.000109	-0.000992	-0.001299	-0.002684	-0.000410
8.788100	-0.000544	-0.000999	-0.001835	-0.002118	-0.001824	-0.001703	-0.000746	-0.001608	-0.001239	-0.002529	-0.001239
8.787400	-0.000893	-0.001571	-0.002118	-0.001951	-0.002040	-0.001710	-0.000782	-0.001973	-0.001152	-0.002491	-0.001125
8.786700	-0.000842	-0.002181	-0.002404	-0.002082	-0.001843	-0.002029	-0.001615	-0.001030	-0.001074	-0.002587	-0.001598
8.786000	-0.000978	-0.002085	-0.002379	-0.001650	-0.002029	-0.001699	-0.001172	-0.001040	-0.001442	-0.002596	-0.001971
8.785300	-0.001182	-0.002037	-0.002031	-0.001690	-0.001888	-0.000594	-0.000230	-0.001148	-0.001791	-0.003347	-0.002381
8.784600	-0.001225	-0.002091	-0.001897	-0.001256	-0.002201	-0.000712	-0.000770	-0.000751	-0.001400	-0.002541	-0.001880
8.783900	-0.001323	-0.002389	-0.001308	-0.001506	-0.002135	-0.001344	-0.000394	-0.000759	-0.000766	-0.001941	-0.000668
8.783200	-0.000991	-0.002297	-0.001803	-0.001390	-0.001797	-0.001616	-0.000559	-0.001204	-0.000989	-0.001571	-0.000189
8.782500	-0.000558	-0.001808	-0.002127	-0.001353	-0.001145	-0.001041	-0.000647	-0.001331	-0.001347	-0.001244	-0.000541
8.781800	-0.000222	-0.001666	-0.002314	-0.001571	-0.001732	-0.001204	-0.001347	-0.000602	-0.001090	-0.001821	-0.001509
8.781100	-0.000350	-0.001371	-0.002011	-0.000633	-0.001369	-0.001547	-0.000340	-0.000420	-0.000657	-0.001708	-0.001204
8.780400	-0.000524	-0.001610	-0.001718	-0.002140	-0.000438	-0.001521	-0.000397	-0.000112	-0.000107	-0.002041	-0.000393
8.779700	-0.000331	-0.001637	-0.001617	-0.001501	-0.000642	-0.001564	-0.000665	-0.000315	-0.000789	-0.001885	-0.000270
8.779000	-0.000147	-0.001784	-0.001403	-0.001358	-0.001410	-0.001554	-0.000996	-0.000607	-0.000498	-0.002270	-0.000183
8.778300	0.000042	-0.001953	-0.002179	-0.001433	-0.001441	-0.002054	-0.000806	-0.001312	-0.000859	-0.003250	-0.001352
8.777600	-0.000665	-0.002699	-0.002580	-0.001860	-0.001974	-0.001269	-0.000794	-0.000834	-0.000934	-0.003029	-0.000949
8.776900	-0.001135	-0.001796	-0.002412	-0.001843	-0.001298	-0.000751	-0.000891	-0.001001	0.000043	-0.002113	0.000550
8.776200	-0.000420	-0.001118	-0.001696	-0.002116	-0.000772	-0.000724	-0.000411	-0.000222	0.000087	-0.001771	-0.000309
8.775500	0.000296	-0.001625	-0.001717	-0.001528	-0.000766	-0.001135	0.000235	-0.000064	0.000140	-0.001674	0.000495
8.774800	0.000636	-0.001185	-0.001056	-0.001037	-0.001318	-0.000897	-0.000432	-0.000817	-0.000704	-0.002086	-0.000555
8.774100	-0.000350	-0.001142	-0.001876	-0.002148	-0.001831	-0.001503	-0.000777	-0.000973	-0.001237	-0.002455	-0.001631
8.773400	-0.000643	-0.001308	-0.003132	-0.001709	-0.002269	-0.002080	-0.001024	-0.001675	-0.001445	-0.003409	-0.000873
8.772700	-0.001564	-0.001988	-0.002505	-0.002453	-0.002610	-0.002527	-0.000958	-0.001256	-0.001639	-0.004110	-0.001168
8.772000	-0.001641	-0.003292	-0.002798	-0.002636	-0.002153	-0.002657	-0.000924	-0.001060	-0.001506	-0.003687	-0.001660
8.771300	-0.001671	-0.003206	-0.002673	-0.003151	-0.002298	-0.001917	-0.000790	-0.001620	-0.001191	-0.003131	-0.001095
8.770600	-0.001657	-0.002562	-0.002898	-0.002208	-0.002466	-0.002270	-0.000550	-0.001313	-0.001365	-0.002539	-0.001343
8.769900	-0.001205	-0.002288	-0.002299	-0.001940	-0.002361	-0.002287	-0.000723	-0.001714	-0.001735	-0.003072	-0.000646
8.769200	-0.001238	-0.002573	-0.002188	-0.002665	-0.002222	-0.002527	-0.001520	-0.001292	-0.001740	-0.003395	-0.000700
8.768500	-0.001447	-0.002137	-0.002622	-0.002678	-0.002027	-0.002146	-0.001918	-0.001989	-0.001620	-0.003324	-0.001192
8.767800	-0.001294	-0.001929	-0.002418	-0.002068	-0.002483	-0.002479	-0.001379	-0.002123	-0.000955	-0.003364	-0.001659
8.767100	-0.001667	-0.002253	-0.002045	-0.002681	-0.002312	-0.001679	-0.001819	-0.001618	-0.000688	-0.002698	-0.001734
8.766400	-0.001821	-0.002446	-0.002323	-0.002627	-0.002260	-0.002188	-0.001979	-0.001757	-0.001288	-0.002442	-0.001266
8.765700	-0.001844	-0.002608	-0.002812	-0.002166	-0.003022	-0.002003	-0.001218	-0.001903	-0.000906	-0.002845	-0.001269
8.765000	-0.001563	-0.002376	-0.002551	-0.002193	-0.002830	-0.001917	-0.001445	-0.001807	-0.001143	-0.002936	-0.001337
8.764300	-0.001605	-0.002257	-0.002763	-0.002992	-0.002744	-0.001432	-0.001304	-0.002099	-0.001552	-0.003412	-0.001343
8.763600	-0.001015	-0.002326	-0.003314	-0.003470	-0.002331	-0.001799	-0.001589	-0.001643	-0.001437	-0.003234	-0.002154
8.762900	-0.000923	-0.002662	-0.002861	-0.003061	-0.001508	-0.001921	-0.001753	-0.002105	-0.001714	-0.002931	-0.002217
8.762200	-0.001394	-0.002890	-0.003261	-0.002960	-0.001851	-0.002070	-0.000931	-0.002542	-0.001603	-0.003352	-0.001592
8.761500	-0.001718	-0.002504	-0.002853	-0.003201	-0.001762	-0.001968	-0.001417	-0.001467	-0.001552	-0.003336	-0.001978
8.760800	-0.001506	-0.002177	-0.002299	-0.003296	-0.002644	-0.001965	-0.001228	-0.001998	-0.002110	-0.003490	-0.001043
8.760100	-0.001489	-0.002163	-0.002124	-0.003568	-0.002153	-0.002011	-0.001190	-0.001802	-0.001463	-0.002498	-0.000116
8.759400	-0.001151	-0.002834	-0.001868	-0.002719	-0.002247	-0.001978	-0.000861	-0.002328	-0.001731	-0.003133	-0.000502
8.758700	-0.000541	-0.002276	-0.002583	-0.002707	-0.002479	-0.002411	-0.000622	-0.002367	-0.002234	-0.003910	-0.001010
8.758000	-0.001022	-0.002321	-0.002844	-0.002741	-0.002931	-0.001897	-0.001121	-0.002225	-0.002367	-0.004307	-0.001686
8.757300	-0.001041	-0.002327	-0.002994	-0.002835	-0.002605	-0.002674	-0.001063	-0.002378	-0.002122	-0.003616	-0.001742
8.756600	-0.001735	-0.002329	-0.002775	-0.003085	-0.002225	-0.002666	-0.000765	-0.002255	-0.001940	-0.003636	-0.001349
8.755900	-0.001196	-0.002770	-0.002389	-0.003286	-0.002595	-0.002202	-0.001462	-0.002095	-0.001566	-0.003727	-0.001498
8.755200	-0.000946	-0.003339	-0.002422	-0.003208	-0.002491	-0.001923	-0.001913	-0.002384	-0.001613	-0.003613	-0.002191
8.754500	-0.001878	-0.003544	-0.002777	-0.002142	-0.002208	-0.001707	-0.001823	-0.001958	-0.002180	-0.004233	-0.001639
8.753800	-0.001418	-0.003059	-0.003415	-0.002893	-0.003179	-0.002307	-0.002211	-0.001697	-0.001954	-0.003614	-0.001388
8.753100	-0.002026	-0.002413	-0.002948	-0.003542	-0.002187	-0.002947	-0.001476	-0.001579	-0.001809	-0.003572	-0.001293
8.752400	-0.001806	-0.002699	-0.002910	-0.002987	-0.002503	-0.002052	-0.002012	-0.001276	-0.001582	-0.003389	-0.001113
8.751700	-0.001770	-0.002553	-0.002779	-0.002985	-0.003005	-0.001670	-0.001159	-0.001291	-0.001571	-0.003964	-0.002191
8.751000	-0.001483	-0.002227	-0.003082	-0.002584	-0.002492	-0.001947	-0.001230	-0.002156	-0.002017	-0.003236	-0.001206
8.750300	-0.001119	-0.001811	-0.002779	-0.002222	-0.002641	-0.002019	-0.001225	-0.001410	-0.001366	-0.002566	-0.002166
8.749600	-0.001396	-0.001967	-0.002902	-0.002780	-0.001819	-0.002393	-0.001717	-0.000943	-0.001501	-0.002081	-0.001526
8.748900	-0.001575	-0.002759	-0.003608	-0.002150	-0.000777	-0.001196	-0.000550	-0.000064	-0.001281	-0.001712	-0.000054
8.748200	-0.001431	-0.002910	-0.002914	-0.002123	-0.000288	-0.001141	0.000745	0.000218	-0.000801	-0.001113	0.000886
8.747500	-0.000741	-0.000999	-0.002840	-0.002104	0.000035	-0.001212	0.000183	0.000407	-0.000892	-0.000625	0.001151
8.746800	-0.001081	-0.000754	-0.002177	-0.001844	0.000395	-0.001558	-0.000008	-0.000552	-0.000768	-0.000679	0.000857
8.746100	-0.001160	-0.001865	-0.002400	-0.001284	0.001641	-0.001133	0.000269	0.000882	-0.001261	0.000117	0.001304
8.745400	-0.000472	-0.001159	-0.001690	-0.001870	0.001801	-0.000665	0.001409	0.001311	-0.000414	0.001690	0.003216
8.744700	-0.000040	-0.000817	-0.001758	-0.001492	0.000589	-0.000733	0.001950	0.000798	0.000642	0.001427	0.003868
8.744000	-0.000024	-0.001365	-0.001229	-0.002053	-0.000183	-0.001105	0.001405	-0.000314	0.000009	-0.000935	0.003716
8.743300	0.000149	-0.001296	-0.000976	-0.002622	-0.000331	-0.001093	0.000477	-0.000375	-0.000399	-0.000696	0.002187
8.742600	-0.000141	-0.001501	-0.001287	-0.002287	-0.001260	-0.000772	0.000919	-0.000619	-0.001366	-0.000881	0.001912
8.741900	-0.000840	-0.001129	-0.001640	-0.002467	-0.000547	-0.001355	-0.000210	-0.000679	-0.001428	-0.000777	0.001497
8.741200	-0.001294	-0.001781	-0.002138	-0.002905	-0.001706	-0.001310	-0.000093	-0.001375	-0.001345	-0.002337	0.001098
8.740500	-0.001613	-0.002403	-0.001909	-0.003041	-0.002818	-0.001415	-0.001260	-0.002284	-0.001208	-0.002955	-0.000219
8.739800	-0.001313	-0.002595	-0.002575	-0.002829	-0.002808	-0.001894	-0.001516	-0.002413	-0.001353	-0.003382	-0.000721
8.739100	-0.001345	-0.002885	-0.003271	-0.003294	-0.002957	-0.002500	-0.000753	-0.002132	-0.001959	-0.002792	-0.001451
8.738400	-0.001627	-0.002896	-0.003396	-0.003143	-0.002685	-0.002179	-0.001218	-0.002033	-0.001965	-0.002886	-0.001310
8.737700	-0.001757	-0.002894	-0.003314	-0.003420	-0.003143	-0.002321	-0.001313	-0.001800	-0.001959	-0.003175	-0.001269
8.737000	-0.001623	-0.003047	-0.003570	-0.002874	-0.002694	-0.003292	-0.000646	-0.001757	-0.000921	-0.003552	-0.002008
8.736300	-0.001858	-0.003130	-0.002769	-0.002422	-0.002711	-0.002497	-0.001954	-0.002428	-0.001192	-0.003475	-0.002152
8.735600	-0.001811	-0.003221	-0.003641	-0.002776	-0.001647	-0.002019	-0.001803	-0.002807	-0.002500	-0.003864	-0.001287
8.734900	-0.001512	-0.003260	-0.003391	-0.002771	-0.002362	-0.001903	-0.001858	-0.002020	-0.002573	-0.004263	-0.000966
8.734200	-0.001512	-0.003047	-0.003149	-0.002613	-0.002474	-0.001731	-0.001674	-0.001594	-0.002112	-0.004109	-0.001457
8.733500	-0.002057	-0.002114	-0.002737	-0.002839	-0.002815	-0.002680	-0.000608	-0.002396	-0.001914	-0.003910	-0.001134
8.732800	-0.001067	-0.001674	-0.003856	-0.003185	-0.002949	-0.002633	-0.001216	-0.002147	-0.001155	-0.003467	-0.001257
8.732100	-0.001662	-0.002523	-0.004085	-0.002986	-0.002489	-0.002691	-0.002216	-0.002615	-0.001461	-0.003030	-0.002169
8.731400	-0.002365	-0.003456	-0.003336	-0.002007	-0.001688	-0.002769	-0.002511	-0.002512	-0.001484	-0.003021	-0.001996
8.730700	-0.001630	-0.003786	-0.004031	-0.002241	-0.002269	-0.002266	-0.002249	-0.002523	-0.001719	-0.002949	-0.001430
8.730000	-0.001189	-0.003052	-0.003564	-0.002629	-0.003244	-0.002197	-0.001788	-0.002381	-0.001939	-0.003698	-0.001409
8.729300	-0.001350	-0.002008	-0.002996	-0.003482	-0.002513	-0.002042	-0.002058	-0.002025	-0.002038	-0.003468	-0.000812
8.728600	-0.001990	-0.001987	-0.002728	-0.002740	-0.002301	-0.002213	-0.002336	-0.002246	-0.002041	-0.002926	-0.001249
8.727900	-0.001985	-0.001598	-0.002386	-0.002494	-0.002308	-0.001530	-0.001653	-0.001960	-0.002707	-0.002469	-0.001113
8.727200	-0.001684	-0.002500	-0.001842	-0.002801	-0.002636	-0.002959	-0.002148	-0.001850	-0.002640	-0.002703	-0.000710
8.726500	-0.001648	-0.002947	-0.002769	-0.003022	-0.002576	-0.002431	-0.001623	-0.002070	-0.001979	-0.003355	-0.001161
8.725800	-0.001197	-0.002854	-0.003288	-0.002692	-0.002148	-0.002376	-0.001578	-0.001619	-0.001764	-0.003303	-0.001865
8.725100	-0.002088	-0.002738	-0.003655	-0.001765	-0.002149	-0.002585	-0.001083	-0.001473	-0.001470	-0.003051	-0.001506
8.724400	-0.002183	-0.002595	-0.003009	-0.001861	-0.001501	-0.002979	-0.000911	-0.001885	-0.001377	-0.002887	-0.001257
8.723700	-0.001785	-0.003384	-0.003473	-0.001552	-0.000904	-0.002978	-0.001178	-0.001135	-0.002045	-0.002401	-0.000370
8.723000	-0.001890	-0.002880	-0.003206	-0.002136	-0.000620	-0.002130	-0.000980	-0.000146	-0.002639	-0.000975	0.001493
8.722300	-0.002021	-0.002471	-0.002381	-0.001372	-0.000101	-0.001169	-0.000469	0.001037	-0.001328	0.000391	0.003452
8.721600	-0.001494	-0.002095	-0.002184	-0.000496	0.000418	-0.000852	0.000952	0.001152	-0.000550	0.001236	0.005972
8.720900	-0.001258	-0.002705	-0.001997	-0.001645	0.000035	-0.001433	0.000433	0.001268	0.000022	0.000577	0.004024
8.720200	-0.001965	-0.002792	-0.002256	-0.000828	0.000140	-0.001361	-0.000111	0.001020	-0.000177	0.000896	0.003473
8.719500	-0.001090	-0.001470	-0.002442	-0.000550	0.000492	-0.000459	0.001194	0.001501	-0.000127	0.001784	0.005061
8.718800	-0.000126	-0.001001	-0.001769	-0.000755	0.000729	0.000062	0.002136	0.001108	0.000254	0.002089	0.005879
8.718100	-0.000391	-0.002143	-0.001636	-0.000950	0.000252	0.000122	0.001174	-0.000050	-0.000013	0.000842	0.003395
8.717400	-0.000762	-0.002522	-0.001845	-0.001023	-0.000020	-0.000347	0.000409	-0.000632	-0.000375	0.000034	0.002378
8.716700	-0.001050	-0.001464	-0.001953	-0.000702	-0.000572	-0.000382	0.001129	-0.000604	-0.000285	-0.001042	0.001545
8.716000	-0.000443	-0.001717	-0.002057	-0.001085	-0.001445	-0.000582	0.000548	-0.000556	-0.000653	-0.001079	0.000911
8.715300	-0.001140	-0.001780	-0.002926	-0.001409	-0.000497	-0.001097	0.000032	-0.000379	0.000638	-0.000770	0.001697
8.714600	-0.000715	-0.001672	-0.002253	-0.001522	-0.000295	-0.001536	0.000283	0.000559	-0.000150	-0.000893	0.002154
8.713900	-0.001010	-0.001909	-0.001606	-0.000869	0.000196	-0.000232	0.000046	0.001486	0.000064	0.000194	0.005116
8.713200	-0.000800	-0.001436	-0.002163	-0.001275	-0.000659	-0.000223	0.000837	0.000666	-0.000707	0.001108	0.007081
8.712500	-0.000174	-0.002193	-0.002116	-0.001178	-0.000460	-0.000042	0.000443	0.000083	0.000296	0.001179	0.004506
8.711800	-0.000520	-0.001983	-0.002819	-0.000997	-0.000432	0.000140	-0.000427	0.000084	-0.000787	0.000992	0.003722
8.711100	-0.001073	-0.002091	-0.003233	0.000128	-0.001105	-0.000290	0.000402	0.001372	-0.000651	0.001321	0.005650
8.710400	-0.000720	-0.001811	-0.002128	-0.000448	-0.000105	-0.000241	0.001803	0.000645	-0.000014	0.001301	0.005601
8.709700	-0.000735	-0.001168	-0.001898	-0.000819	0.000110	-0.000293	0.001010	-0.000463	-0.000015	0.000664	0.002559
8.709000	-0.001219	-0.001140	-0.002284	-0.001091	-0.000084	-0.000871	-0.000599	-0.000287	-0.000756	-0.000410	0.001978
8.708300	-0.000939	-0.001924	-0.003082	-0.001195	-0.001256	-0.000857	-0.000800	-0.000597	-0.000958	-0.001586	0.000504
8.707600	-0.000948	-0.002076	-0.002875	-0.001053	-0.000950	-0.001668	-0.000530	-0.000460	-0.000495	-0.001818	0.000152
8.706900	-0.000676	-0.001610	-0.002301	-0.000902	-0.000204	-0.000851	-0.000397	-0.000128	-0.000002	-0.001742	0.000358
8.706200	-0.000546	-0.001275	-0.001584	-0.001252	-0.000772	-0.001450	-0.000890	-0.000999	0.000134	-0.001811	0.000382
8.705500	-0.000665	-0.001404	-0.001434	-0.001162	-0.000437	-0.000712	-0.000745	-0.000848	-0.000274	-0.002455	0.000598
8.704800	-0.001326	-0.001734	-0.002704	-0.001671	-0.001343	-0.001356	-0.000970	-0.001086	-0.000213	-0.001849	0.000503
8.704100	-0.001229	-0.001761	-0.002757	-0.002276	-0.001870	-0.002400	-0.000813	-0.001160	-0.000515	-0.002569	0.000094
8.703400	-0.001138	-0.001717	-0.003136	-0.002614	-0.001715	-0.002611	-0.001403	-0.001491	-0.000624	-0.002272	-0.000629
8.702700	-0.000978	-0.001985	-0.002642	-0.002235	-0.002082	-0.001781	-0.001427	-0.001592	-0.001201	-0.002206	-0.001029
8.702000	-0.001181	-0.002882	-0.002564	-0.002240	-0.001693	-0.002042	-0.001086	-0.001197	-0.001407	-0.002156	-0.001395
8.701300	-0.002273	-0.002700	-0.002864	-0.002383	-0.001192	-0.001830	-0.000641	-0.001165	-0.001291	-0.002413	-0.001735
8.700600	-0.002599	-0.002144	-0.003055	-0.002184	-0.001469	-0.002076	-0.001435	-0.001531	-0.001602	-0.002605	-0.001525
8.699900	-0.002106	-0.003675	-0.003132	-0.001802	-0.001705	-0.001808	-0.001685	-0.002126	-0.002210	-0.003077	-0.000675
8.699200	-0.002729	-0.002658	-0.002986	-0.001963	-0.002328	-0.002394	-0.001875	-0.002123	-0.001802	-0.003081	-0.001154
8.698500	-0.001555	-0.002680	-0.002804	-0.002748	-0.002184	-0.001836	-0.001586	-0.002060	-0.001981	-0.003355	-0.000855
8.697800	-0.001889	-0.003723	-0.003519	-0.002919	-0.001927	-0.002233	-0.001517	-0.002372	-0.001505	-0.003331	-0.001106
8.697100	-0.001761	-0.003100	-0.003345	-0.002439	-0.001484	-0.001943	-0.001529	-0.002003	-0.001374	-0.003891	-0.000907
8.696400	-0.001880	-0.003043	-0.002947	-0.002958	-0.002419	-0.002248	-0.001727	-0.002136	-0.001371	-0.002715	-0.000927
8.695700	-0.001919	-0.001984	-0.003178	-0.002648	-0.002587	-0.001883	-0.001930	-0.001350	-0.001226	-0.003246	-0.000798
8.695000	-0.002625	-0.002712	-0.003133	-0.002678	-0.002390	-0.001140	-0.002375	-0.001496	-0.001529	-0.003388	-0.001012
8.694300	-0.001849	-0.002943	-0.003444	-0.003369	-0.001136	-0.001202	-0.001279	-0.001820	-0.001373	-0.002897	-0.001510
8.693600	-0.002034	-0.002955	-0.002968	-0.001808	-0.001987	-0.001166	-0.001342	-0.001361	-0.001647	-0.003212	-0.001114
8.692900	-0.002309	-0.002836	-0.002861	-0.001919	-0.002470	-0.000923	-0.002332	-0.001277	-0.002151	-0.003583	-0.000568
8.692200	-0.001608	-0.002890	-0.003417	-0.001822	-0.001998	-0.001873	-0.002126	-0.001363	-0.001954	-0.003666	-0.001172
8.691500	-0.001854	-0.002809	-0.002577	-0.002643	-0.002323	-0.002007	-0.002391	-0.001923	-0.002134	-0.003610	-0.001772
8.690800	-0.001945	-0.002696	-0.002869	-0.002537	-0.001486	-0.001802	-0.002515	-0.002190	-0.002614	-0.003713	-0.001779
8.690100	-0.001374	-0.002435	-0.003032	-0.003174	-0.001508	-0.001783	-0.002875	-0.001939	-0.002511	-0.003478	-0.001783
8.689400	-0.002053	-0.003319	-0.002936	-0.002818	-0.002344	-0.002235	-0.002873	-0.001941	-0.002081	-0.003269	-0.001702
8.688700	-0.002035	-0.003545	-0.002656	-0.002223	-0.002526	-0.002815	-0.003104	-0.001972	-0.001795	-0.003441	-0.001782
8.688000	-0.002414	-0.003584	-0.003687	-0.003410	-0.002789	-0.003093	-0.002371	-0.002087	-0.002080	-0.004077	-0.001079
8.687300	-0.002748	-0.003039	-0.003614	-0.003444	-0.003149	-0.002523	-0.002580	-0.002785	-0.002277	-0.003381	-0.001248
8.686600	-0.002863	-0.004308	-0.003544	-0.003426	-0.003100	-0.003211	-0.002898	-0.002779	-0.001877	-0.003503	-0.001481
8.685900	-0.002838	-0.004341	-0.004032	-0.003121	-0.002897	-0.002948	-0.003019	-0.003080	-0.001733	-0.004161	-0.001311
8.685200	-0.002499	-0.003787	-0.003200	-0.003042	-0.002802	-0.002805	-0.003798	-0.002442	-0.002275	-0.003959	-0.001301
8.684500	-0.002736	-0.003652	-0.003540	-0.003614	-0.003088	-0.003035	-0.003184	-0.002640	-0.001985	-0.003347	-0.001589
8.683800	-0.002598	-0.003615	-0.003378	-0.003498	-0.003247	-0.003081	-0.003035	-0.002875	-0.002168	-0.003705	-0.002130
8.683100	-0.002945	-0.003132	-0.002955	-0.003148	-0.002547	-0.002992	-0.003301	-0.002501	-0.001714	-0.003559	-0.001457
8.682400	-0.003031	-0.002566	-0.003228	-0.002878	-0.002029	-0.002993	-0.003164	-0.002324	-0.001734	-0.003750	-0.001644
8.681700	-0.003020	-0.003727	-0.003279	-0.002754	-0.001845	-0.002900	-0.002785	-0.002378	-0.002387	-0.003917	-0.000884
8.681000	-0.002499	-0.004141	-0.003235	-0.003091	-0.001873	-0.002959	-0.003102	-0.001820	-0.002087	-0.002915	-0.000491
8.680300	-0.002439	-0.003889	-0.003823	-0.002250	-0.001806	-0.002739	-0.002795	-0.001743	-0.002048	-0.003314	-0.001310
8.679600	-0.002726	-0.003739	-0.003987	-0.002501	-0.002574	-0.003386	-0.002022	-0.001336	-0.002210	-0.003153	-0.001589
8.678900	-0.002862	-0.003456	-0.004168	-0.002890	-0.001927	-0.002521	-0.001648	-0.001886	-0.001913	-0.003648	-0.001365
8.678200	-0.002596	-0.003631	-0.003810	-0.002792	-0.001652	-0.002469	-0.002365	-0.002460	-0.000840	-0.003848	-0.001613
8.677500	-0.003116	-0.002646	-0.002780	-0.002686	-0.002220	-0.002362	-0.002434	-0.002120	-0.002546	-0.003611	-0.001930
