Collection ID	10825
Type	SpectraCollection
Description	48,VeVe,Rat,Urine (1)
Processing log	Standardized ppm range to 11.6:0.0007:-2.0. Set reference [0.030000,-0.030000]. Fix baseline (lambda: 200.000000). Cropped ranges: 9.8,0.14. Zeroed ranges: 6.01,5.54;5.0,4.72;4.01,3.92;3.86,3.82. Sum normalized to 1000.0.  Extracted residual after subtracting peaks for:  U6.837 (13), U6.824 (14).
Base sample ID	20509	20526	20539	20590	20592	20648	20690	20715	20819	20826	20837
Time	48	48	48	48	48	48	48	48	48	48	48
Classification	VeVe	VeVe	VeVe	VeVe	VeVe	VeVe	VeVe	VeVe	VeVe	VeVe	VeVe
Sample ID	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine
Subject ID	20	21	19	24	22	23	44	46	47	45	43
Sample Description											
Weight											
Units of weight											
Species	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat
X	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9	Y10	Y11
3.723600	0.503486	0.532855	0.521943	0.826278	0.453745	0.505314	0.445249	0.544466	0.490360	0.574819	0.456307
3.722900	0.497645	0.456110	0.482434	0.642150	0.429089	0.436113	0.462229	0.544070	0.440801	0.512778	0.447396
3.722200	0.542890	0.447782	0.499597	0.599804	0.450157	0.448823	0.524719	0.592261	0.444950	0.545245	0.498372
3.721500	0.653968	0.488628	0.582939	0.646188	0.518594	0.511907	0.646852	0.678955	0.519344	0.648946	0.618167
3.720800	0.681873	0.579338	0.678355	0.771386	0.613452	0.621459	0.689140	0.734267	0.643946	0.762116	0.709830
3.720100	0.625999	0.652617	0.673443	0.902468	0.624058	0.675086	0.605757	0.690267	0.683338	0.722486	0.674649
3.719400	0.617618	0.606847	0.654593	0.791190	0.572441	0.613578	0.561278	0.648110	0.654949	0.623077	0.614057
3.718700	0.540513	0.579970	0.631535	0.664160	0.568031	0.600919	0.494229	0.625785	0.624708	0.611570	0.531484
3.718000	0.424136	0.543185	0.548756	0.600668	0.530736	0.556095	0.415366	0.563333	0.531032	0.574612	0.442815
3.717300	0.384579	0.455362	0.467408	0.508573	0.455809	0.459101	0.400153	0.507993	0.443832	0.499572	0.389881
3.716600	0.365949	0.414718	0.437552	0.466119	0.418433	0.427891	0.393335	0.505278	0.426990	0.463559	0.369394
3.715900	0.346379	0.392445	0.435581	0.461040	0.409348	0.421799	0.378710	0.519993	0.418567	0.452047	0.363395
3.715200	0.333760	0.403030	0.432450	0.506150	0.408413	0.433889	0.372571	0.522096	0.401560	0.458729	0.355610
3.714500	0.337398	0.426603	0.429926	0.530622	0.414198	0.431946	0.385505	0.534925	0.393122	0.473219	0.365051
3.713800	0.358817	0.418200	0.444493	0.508511	0.409211	0.418046	0.377677	0.554795	0.406271	0.466751	0.380887
3.713100	0.373099	0.392499	0.465378	0.472104	0.399924	0.392737	0.369354	0.544152	0.412111	0.451598	0.378919
3.712400	0.380657	0.388468	0.460258	0.460308	0.400766	0.387009	0.371111	0.519219	0.400096	0.450973	0.375966
3.711700	0.395506	0.392063	0.443562	0.459313	0.385111	0.389989	0.367177	0.486081	0.401615	0.441921	0.380943
3.711000	0.435441	0.384107	0.435242	0.454953	0.369492	0.389439	0.374366	0.467246	0.405297	0.435215	0.406659
3.710300	0.524857	0.386425	0.476047	0.474870	0.391963	0.404228	0.423063	0.505398	0.436661	0.471592	0.477724
3.709600	0.514130	0.436795	0.520012	0.590931	0.459347	0.469066	0.426253	0.562232	0.506034	0.560960	0.513172
3.708900	0.425613	0.483927	0.471222	0.692841	0.461665	0.496406	0.381744	0.519120	0.483332	0.556630	0.454542
3.708200	0.378738	0.466759	0.409655	0.661502	0.432236	0.459926	0.376086	0.453236	0.416133	0.478461	0.433616
3.707500	0.395496	0.432025	0.403948	0.543845	0.469496	0.449157	0.406683	0.444061	0.403141	0.432592	0.483588
3.706800	0.394925	0.446641	0.417946	0.512827	0.526278	0.482002	0.414989	0.450443	0.424174	0.440359	0.480481
3.706100	0.369103	0.446424	0.405477	0.501207	0.504531	0.478957	0.395374	0.434484	0.416258	0.417307	0.442209
3.705400	0.358010	0.386071	0.379213	0.435994	0.422176	0.417690	0.384244	0.402304	0.395202	0.360462	0.397325
3.704700	0.346993	0.361831	0.367599	0.396374	0.388094	0.394136	0.381618	0.382237	0.374362	0.346939	0.362286
3.704000	0.327039	0.363210	0.351256	0.392120	0.370428	0.391891	0.364979	0.372736	0.353639	0.346735	0.349077
3.703300	0.338776	0.349775	0.346577	0.374429	0.362379	0.371718	0.367958	0.380178	0.345739	0.344133	0.357124
3.702600	0.367097	0.345899	0.362420	0.365663	0.375902	0.374934	0.391819	0.401824	0.359253	0.358048	0.382394
3.701900	0.392890	0.367368	0.390410	0.385946	0.414454	0.399165	0.420567	0.442975	0.390286	0.396219	0.386910
3.701200	0.378867	0.409879	0.404444	0.428927	0.450302	0.437183	0.409000	0.473316	0.409236	0.436677	0.365411
3.700500	0.351142	0.433876	0.400587	0.457105	0.441995	0.429616	0.367502	0.504555	0.393014	0.433232	0.355396
3.699800	0.348554	0.393038	0.412607	0.431194	0.414840	0.377084	0.342189	0.533610	0.379136	0.410592	0.351435
3.699100	0.355498	0.366031	0.428001	0.412699	0.409147	0.349419	0.348849	0.545244	0.375645	0.408284	0.364672
3.698400	0.370247	0.378423	0.442480	0.426738	0.440734	0.363212	0.376727	0.546957	0.385902	0.437274	0.393915
3.697700	0.400485	0.423685	0.461206	0.472635	0.492240	0.408587	0.408281	0.555904	0.413012	0.469057	0.456822
3.697000	0.437042	0.458784	0.483796	0.503318	0.534017	0.444959	0.435050	0.571442	0.442949	0.488597	0.502661
3.696300	0.455163	0.488204	0.490495	0.535950	0.554028	0.481695	0.440513	0.549015	0.463026	0.507326	0.487946
3.695600	0.457113	0.514203	0.478062	0.565233	0.513392	0.502578	0.433011	0.525306	0.455574	0.511180	0.474252
3.694900	0.489162	0.501075	0.485935	0.548795	0.487770	0.478288	0.457920	0.551099	0.461460	0.504643	0.503568
3.694200	0.530659	0.488889	0.534411	0.549293	0.520740	0.486452	0.504244	0.616813	0.510929	0.545874	0.552527
3.693500	0.556594	0.510904	0.585289	0.605596	0.574979	0.536181	0.533438	0.662826	0.566845	0.618971	0.574366
3.692800	0.582567	0.557800	0.608469	0.694141	0.598186	0.584667	0.555858	0.664379	0.589027	0.657582	0.592279
3.692100	0.602928	0.605218	0.642188	0.760499	0.613244	0.616934	0.576526	0.667313	0.623875	0.669524	0.604264
3.691400	0.578100	0.627573	0.642999	0.778200	0.614298	0.636160	0.551683	0.651394	0.639180	0.674467	0.576039
3.690700	0.502524	0.625952	0.597842	0.765175	0.584910	0.604832	0.480869	0.595166	0.600011	0.642152	0.508902
3.690000	0.448770	0.564045	0.506632	0.669435	0.516835	0.523988	0.432350	0.499018	0.504360	0.558709	0.437079
3.689300	0.423518	0.509246	0.454877	0.570917	0.474912	0.464867	0.407332	0.453793	0.450549	0.497080	0.408340
3.688600	0.397918	0.474237	0.427665	0.504865	0.454956	0.434533	0.378829	0.423407	0.417475	0.463761	0.395725
3.687900	0.381009	0.450793	0.396599	0.458365	0.454333	0.409342	0.370117	0.404905	0.378401	0.428794	0.427145
3.687200	0.403479	0.432428	0.397256	0.438357	0.485490	0.407898	0.399215	0.413700	0.379201	0.418825	0.453216
3.686500	0.443678	0.438520	0.428555	0.449865	0.496899	0.438235	0.423436	0.434551	0.417990	0.430176	0.458622
3.685800	0.462270	0.459423	0.459890	0.468804	0.478050	0.464708	0.428321	0.468591	0.453907	0.445050	0.458828
3.685100	0.467606	0.475495	0.483771	0.470973	0.478741	0.475098	0.420871	0.499565	0.457220	0.468657	0.443972
3.684400	0.475351	0.493690	0.506241	0.478877	0.484035	0.477450	0.424435	0.547309	0.453418	0.488012	0.454476
3.683700	0.553174	0.516963	0.560543	0.491091	0.518761	0.492493	0.490975	0.614595	0.478975	0.532463	0.506074
3.683000	0.752652	0.608247	0.668974	0.556542	0.619242	0.584429	0.629339	0.673538	0.559617	0.643344	0.587745
3.682300	0.972050	0.840720	0.856909	0.706012	0.777325	0.781272	0.725097	0.738153	0.670338	0.815183	0.722794
3.681600	1.254271	1.021619	1.040218	0.812984	0.869873	0.916341	0.826839	0.791499	0.765009	0.919005	0.862683
3.680900	1.514766	1.108338	1.202469	0.871663	0.906562	0.995659	0.880768	0.803069	0.875547	0.965527	0.958544
3.680200	1.505898	1.059430	1.231330	0.848453	0.831867	0.960519	0.837914	0.732863	0.919026	0.900457	0.962802
3.679500	1.314187	0.922209	1.112696	0.760898	0.731011	0.845650	0.757101	0.660665	0.865274	0.793974	0.883739
3.678800	0.893811	0.790596	0.917198	0.684076	0.650763	0.735296	0.560895	0.587454	0.756320	0.707041	0.730077
3.678100	0.591181	0.612831	0.608495	0.586740	0.526722	0.555726	0.404801	0.450514	0.536900	0.550730	0.513907
3.677400	0.444017	0.458507	0.447316	0.457744	0.439072	0.420759	0.345036	0.386635	0.401309	0.421462	0.446171
3.676700	0.381124	0.385875	0.386194	0.390732	0.411000	0.375830	0.332932	0.373735	0.357616	0.373599	0.415501
3.676000	0.381310	0.364751	0.371785	0.377855	0.389162	0.368100	0.351139	0.377439	0.353374	0.367494	0.400379
3.675300	0.400928	0.373042	0.386451	0.389922	0.376347	0.376429	0.362053	0.386243	0.371165	0.381319	0.393194
3.674600	0.409510	0.373341	0.397312	0.385887	0.372114	0.377620	0.373696	0.379025	0.377897	0.380165	0.384899
3.673900	0.436937	0.376322	0.411354	0.371925	0.383994	0.396342	0.403692	0.383393	0.381628	0.387165	0.401956
3.673200	0.497185	0.415681	0.446919	0.391693	0.398733	0.434199	0.438675	0.408149	0.408860	0.408658	0.445829
3.672500	0.512515	0.473000	0.497513	0.430026	0.432777	0.481809	0.458468	0.462208	0.459718	0.448235	0.494198
3.671800	0.475443	0.496830	0.501880	0.463076	0.464727	0.512874	0.439999	0.483972	0.481550	0.486970	0.486186
3.671100	0.470493	0.480510	0.487045	0.469778	0.469565	0.491643	0.442736	0.486714	0.477298	0.489109	0.477911
3.670400	0.486238	0.472342	0.496451	0.464117	0.475170	0.486003	0.454488	0.501648	0.496162	0.496578	0.456510
3.669700	0.467508	0.512294	0.492518	0.480892	0.473970	0.502527	0.451189	0.503927	0.490938	0.502250	0.455553
3.669000	0.493116	0.528977	0.501987	0.487266	0.490514	0.498615	0.525828	0.539804	0.487557	0.506522	0.505921
3.668300	0.559819	0.531796	0.582567	0.522904	0.576705	0.554184	0.621141	0.650729	0.578714	0.578999	0.591935
3.667600	0.608335	0.580686	0.658007	0.598273	0.649210	0.641380	0.675484	0.718354	0.675486	0.654406	0.619888
3.666900	0.598717	0.653564	0.676834	0.663917	0.678889	0.695643	0.667307	0.712975	0.700444	0.684411	0.593854
3.666200	0.549080	0.702704	0.642135	0.687072	0.664078	0.686907	0.600285	0.672074	0.663200	0.665843	0.548666
3.665500	0.515708	0.679627	0.592542	0.662803	0.617512	0.625230	0.523836	0.639300	0.602930	0.613515	0.529694
3.664800	0.532084	0.601100	0.565574	0.602127	0.561665	0.557659	0.513585	0.614218	0.563420	0.557444	0.546173
3.664100	0.516986	0.562499	0.563355	0.564841	0.532714	0.552374	0.512164	0.586749	0.565759	0.537926	0.521014
3.663400	0.487071	0.552891	0.542026	0.547907	0.513050	0.555887	0.490242	0.544838	0.529116	0.529773	0.496846
3.662700	0.495385	0.530579	0.535622	0.512621	0.489807	0.535223	0.508197	0.523304	0.518002	0.507993	0.507652
3.662000	0.486263	0.514579	0.542573	0.500535	0.505219	0.556303	0.497273	0.545153	0.522825	0.516339	0.503934
3.661300	0.497479	0.531983	0.537214	0.516103	0.515606	0.575370	0.480493	0.549011	0.505585	0.541808	0.511179
3.660600	0.493287	0.531348	0.547042	0.519759	0.512048	0.569886	0.475619	0.554988	0.493097	0.568276	0.523127
3.659900	0.516975	0.520415	0.549732	0.520686	0.525204	0.560747	0.505742	0.568614	0.498282	0.590679	0.544698
3.659200	0.572641	0.549821	0.588243	0.534210	0.574183	0.591488	0.587491	0.601699	0.533640	0.633255	0.580307
3.658500	0.593046	0.629564	0.638643	0.581916	0.641200	0.659440	0.627985	0.643054	0.610677	0.696690	0.620327
3.657800	0.601483	0.674810	0.649000	0.624199	0.645229	0.691702	0.622899	0.632564	0.631019	0.694255	0.608792
3.657100	0.607183	0.660986	0.649211	0.622249	0.599493	0.662411	0.600084	0.619359	0.628246	0.654971	0.590983
3.656400	0.602467	0.624163	0.641122	0.592657	0.552482	0.622192	0.581894	0.614881	0.619132	0.603957	0.589316
3.655700	0.628900	0.595256	0.648786	0.574278	0.543166	0.592628	0.642376	0.633559	0.619301	0.582955	0.639851
3.655000	0.690805	0.591546	0.709294	0.595857	0.595464	0.613102	0.751366	0.695554	0.702758	0.604313	0.753203
3.654300	0.733491	0.627956	0.781040	0.637747	0.682496	0.687840	0.828853	0.771592	0.802803	0.663751	0.767051
3.653600	0.734179	0.704109	0.793595	0.706601	0.769928	0.787600	0.861334	0.813457	0.808036	0.749898	0.718648
3.652900	0.806742	0.816330	0.807530	0.765894	0.854359	0.833047	0.953282	0.850004	0.825338	0.839615	0.784559
3.652200	0.780663	0.886558	0.868762	0.790148	0.923328	0.851369	0.903529	0.908538	0.916774	0.886542	0.799146
3.651500	0.617081	0.907835	0.801254	0.811543	0.840379	0.828805	0.685888	0.845109	0.827258	0.832640	0.649496
3.650800	0.557729	0.727765	0.688676	0.699590	0.662689	0.668974	0.606133	0.740035	0.668728	0.698308	0.548274
3.650100	0.505600	0.646491	0.638166	0.635996	0.597314	0.594125	0.549533	0.707722	0.604445	0.639265	0.503671
3.649400	0.446362	0.592981	0.586116	0.606537	0.545959	0.545551	0.483306	0.679362	0.545891	0.590091	0.450929
3.648700	0.411659	0.526290	0.536465	0.561236	0.488496	0.489371	0.440418	0.635105	0.490098	0.526165	0.419370
3.648000	0.414705	0.464995	0.495453	0.496726	0.458001	0.454853	0.433767	0.567114	0.452128	0.475288	0.419789
3.647300	0.428453	0.440049	0.468196	0.441671	0.453623	0.458983	0.439639	0.488294	0.444919	0.451167	0.418311
3.646600	0.411447	0.461611	0.448334	0.441613	0.438602	0.477036	0.400180	0.425262	0.437633	0.435228	0.380089
3.645900	0.375290	0.465080	0.419130	0.436075	0.407065	0.447952	0.366653	0.391117	0.395350	0.396745	0.361901
3.645200	0.360975	0.433678	0.400979	0.409838	0.394441	0.425541	0.369815	0.399800	0.371927	0.376381	0.365313
3.644500	0.383035	0.407781	0.413017	0.389268	0.390173	0.434147	0.414328	0.423964	0.379330	0.373276	0.389652
3.643800	0.444257	0.407771	0.462105	0.374268	0.393025	0.446926	0.490324	0.451743	0.414616	0.379979	0.441803
3.643100	0.471673	0.428789	0.528409	0.382594	0.427279	0.457583	0.472899	0.471804	0.459395	0.407976	0.468560
3.642400	0.495855	0.431835	0.542649	0.385584	0.437223	0.452369	0.442924	0.452399	0.450172	0.420398	0.453644
3.641700	0.496202	0.435269	0.542810	0.380713	0.433024	0.459716	0.433807	0.441631	0.442232	0.432795	0.441309
3.641000	0.462008	0.476405	0.519809	0.406750	0.430458	0.487542	0.408308	0.431263	0.439336	0.454154	0.409412
3.640300	0.435408	0.485151	0.480865	0.416605	0.414116	0.468919	0.395953	0.418397	0.414881	0.437113	0.400475
3.639600	0.444090	0.463572	0.474095	0.399684	0.418222	0.452496	0.423981	0.432479	0.417750	0.427010	0.431009
3.638900	0.445686	0.466643	0.492386	0.404898	0.448812	0.469080	0.440272	0.453687	0.453902	0.445094	0.439853
3.638200	0.394648	0.483766	0.473858	0.427666	0.447447	0.474818	0.396268	0.426978	0.446772	0.444601	0.395953
3.637500	0.372490	0.450103	0.433417	0.405785	0.404546	0.428203	0.384126	0.397281	0.402100	0.410750	0.371985
3.636800	0.384603	0.417249	0.431287	0.385151	0.395976	0.405914	0.402829	0.414499	0.403854	0.405115	0.384158
3.636100	0.424427	0.404138	0.463215	0.395928	0.414152	0.408650	0.462530	0.466382	0.428749	0.428604	0.408959
3.635400	0.457964	0.423137	0.538073	0.443309	0.459561	0.439063	0.516025	0.561182	0.476900	0.483144	0.439560
3.634700	0.451105	0.453965	0.579907	0.484092	0.487693	0.468763	0.506160	0.608648	0.504220	0.512775	0.439893
3.634000	0.424375	0.468320	0.550648	0.490662	0.478044	0.476341	0.468257	0.567165	0.484706	0.496500	0.438470
3.633300	0.418640	0.451286	0.496697	0.456412	0.445028	0.464580	0.452836	0.486463	0.461856	0.450491	0.439303
3.632600	0.405697	0.439191	0.472405	0.437714	0.429887	0.460331	0.424610	0.441975	0.451793	0.424716	0.421578
3.631900	0.382786	0.425016	0.450238	0.414393	0.413420	0.445586	0.392882	0.400258	0.427509	0.403095	0.403729
3.631200	0.377331	0.408468	0.438290	0.380248	0.396529	0.427811	0.381885	0.369448	0.412873	0.383738	0.398346
3.630500	0.385429	0.396836	0.441080	0.358243	0.392637	0.433343	0.374071	0.354343	0.412264	0.376407	0.393465
3.629800	0.397354	0.402863	0.448017	0.354859	0.390807	0.443851	0.367862	0.347683	0.407219	0.375319	0.396233
3.629100	0.422518	0.416139	0.457244	0.356727	0.392936	0.442662	0.374513	0.351873	0.408528	0.375936	0.413232
3.628400	0.492220	0.431381	0.497897	0.359999	0.409364	0.447815	0.421380	0.373483	0.434979	0.386522	0.454566
3.627700	0.521366	0.466870	0.563295	0.383104	0.450774	0.486369	0.445805	0.411075	0.502320	0.421114	0.477062
3.627000	0.502709	0.501281	0.570753	0.408985	0.459538	0.509998	0.427820	0.411415	0.510002	0.435638	0.444593
3.626300	0.437195	0.513939	0.531030	0.414725	0.433482	0.500414	0.383451	0.384605	0.468055	0.425057	0.406468
3.625600	0.407997	0.476377	0.472423	0.387179	0.382894	0.449996	0.366804	0.344891	0.414555	0.378283	0.382538
3.624900	0.411191	0.429747	0.462627	0.347367	0.354371	0.421324	0.385822	0.335682	0.399669	0.345498	0.388607
3.624200	0.419019	0.414289	0.470384	0.323428	0.350923	0.421290	0.444707	0.350082	0.402975	0.338854	0.401521
3.623500	0.417959	0.417866	0.483089	0.331481	0.369408	0.441009	0.484945	0.378473	0.418592	0.359541	0.422865
3.622800	0.409642	0.426541	0.479133	0.361243	0.374941	0.474553	0.558311	0.383509	0.418646	0.380834	0.429147
3.622100	0.398251	0.427723	0.479920	0.400936	0.362127	0.533596	0.599209	0.392227	0.419880	0.414203	0.396221
3.621400	0.368613	0.442879	0.478144	0.467091	0.351511	0.589140	0.463218	0.386076	0.401841	0.478964	0.370129
3.620700	0.331250	0.427459	0.438552	0.456667	0.337003	0.505308	0.369884	0.364648	0.371360	0.478679	0.349657
3.620000	0.331878	0.374317	0.403663	0.373094	0.329519	0.421351	0.350562	0.361263	0.353202	0.398516	0.330805
3.619300	0.335791	0.364602	0.401248	0.359823	0.333146	0.400059	0.343032	0.371744	0.345747	0.385348	0.329605
3.618600	0.352711	0.367653	0.404433	0.366149	0.337958	0.390243	0.348135	0.388423	0.346976	0.386445	0.342860
3.617900	0.370618	0.369904	0.431986	0.376817	0.346282	0.386688	0.354645	0.424523	0.366696	0.386924	0.366135
3.617200	0.378422	0.375560	0.452092	0.385762	0.355317	0.390561	0.350041	0.439820	0.381648	0.383698	0.375142
3.616500	0.384411	0.375546	0.458438	0.375692	0.367542	0.387903	0.363753	0.446612	0.388144	0.376701	0.384319
3.615800	0.391489	0.379322	0.465509	0.366875	0.398915	0.402222	0.386021	0.462117	0.410686	0.391366	0.402236
3.615100	0.397808	0.397810	0.474451	0.383924	0.421513	0.426793	0.394057	0.475132	0.433117	0.414468	0.409493
3.614400	0.386652	0.419696	0.472105	0.409306	0.420645	0.441651	0.378629	0.470922	0.436971	0.419936	0.410776
3.613700	0.385313	0.431212	0.460343	0.415040	0.400116	0.438894	0.380606	0.459261	0.430573	0.396162	0.448794
3.613000	0.394905	0.426715	0.460635	0.401492	0.407265	0.439953	0.398151	0.463052	0.446093	0.393127	0.449705
3.612300	0.417024	0.427806	0.468381	0.403823	0.431004	0.459973	0.435045	0.480646	0.471567	0.402325	0.455940
3.611600	0.468872	0.438437	0.500416	0.410425	0.467012	0.486092	0.482625	0.527694	0.501342	0.418324	0.507658
3.610900	0.518131	0.447084	0.568126	0.430599	0.509391	0.529885	0.483104	0.588878	0.533674	0.447241	0.538478
3.610200	0.478373	0.488467	0.642681	0.489189	0.530460	0.566173	0.452525	0.700886	0.544039	0.524076	0.503132
3.609500	0.443290	0.539215	0.639445	0.536371	0.528594	0.551932	0.408011	0.744548	0.514298	0.601479	0.480376
3.608800	0.450408	0.533210	0.632176	0.536399	0.486417	0.511513	0.390772	0.672319	0.516036	0.581614	0.474780
3.608100	0.442831	0.494442	0.596059	0.495550	0.441329	0.495329	0.383846	0.556857	0.514850	0.495386	0.459841
3.607400	0.422254	0.480515	0.539731	0.451029	0.417674	0.481536	0.376272	0.504131	0.491683	0.445079	0.433497
3.606700	0.388013	0.456414	0.498314	0.419965	0.406045	0.460546	0.355237	0.479254	0.462921	0.418547	0.406772
3.606000	0.367477	0.431542	0.451040	0.407967	0.400709	0.422573	0.337069	0.457845	0.407343	0.411170	0.409125
3.605300	0.382968	0.406189	0.445397	0.386660	0.385207	0.392119	0.344205	0.463288	0.394907	0.402214	0.429025
3.604600	0.400255	0.392900	0.467189	0.369415	0.385386	0.392427	0.368921	0.496233	0.417114	0.394991	0.415419
3.603900	0.422507	0.397999	0.494185	0.370579	0.408739	0.403893	0.435805	0.570565	0.448379	0.406639	0.412972
3.603200	0.444190	0.423178	0.540019	0.409732	0.474904	0.440798	0.485598	0.652425	0.456821	0.461259	0.402765
3.602500	0.436683	0.492698	0.582861	0.518143	0.530066	0.501746	0.490481	0.628959	0.452659	0.533055	0.402925
3.601800	0.477390	0.549226	0.571551	0.573590	0.524144	0.503747	0.565012	0.577648	0.465907	0.548780	0.441247
3.601100	0.703008	0.600608	0.604464	0.568972	0.580809	0.540999	0.876782	0.599899	0.542470	0.579895	0.568989
3.600400	1.074793	0.793612	0.862669	0.660332	0.891464	0.715604	1.359630	0.801630	0.869535	0.750936	0.948629
3.599700	1.450289	1.158157	1.283504	0.901889	1.378839	1.018561	1.784635	1.121234	1.400217	1.084574	1.389544
3.599000	1.084811	1.485351	1.518574	1.258645	1.767204	1.373109	1.279455	1.457624	1.868680	1.371540	1.560663
3.598300	0.694651	1.158117	1.045454	1.167347	1.309108	1.137908	0.809273	1.212601	1.364424	1.052448	0.954446
3.597600	0.494254	0.840287	0.713683	0.849169	0.851753	0.778540	0.569467	0.835971	0.842711	0.736716	0.616771
3.596900	0.407731	0.630044	0.561870	0.642034	0.620813	0.572742	0.474872	0.644032	0.605020	0.568454	0.508635
3.596200	0.432229	0.495627	0.510735	0.513467	0.510647	0.483020	0.488575	0.576331	0.514672	0.483411	0.502366
3.595500	0.449914	0.470157	0.527830	0.493239	0.508758	0.487389	0.486516	0.583402	0.532209	0.479424	0.502486
3.594800	0.446628	0.455972	0.524468	0.493524	0.504221	0.482234	0.468222	0.578244	0.527648	0.484279	0.468050
3.594100	0.432064	0.449294	0.509609	0.489187	0.478020	0.462909	0.436372	0.576745	0.494118	0.486416	0.428893
3.593400	0.401940	0.443137	0.493605	0.479483	0.453746	0.426694	0.381492	0.612138	0.454703	0.485564	0.383962
3.592700	0.348478	0.406555	0.474553	0.470082	0.401807	0.381247	0.330324	0.588281	0.401516	0.461086	0.335679
3.592000	0.307771	0.383507	0.443352	0.464991	0.358587	0.358182	0.306214	0.519552	0.362620	0.417143	0.311401
3.591300	0.267985	0.355306	0.395152	0.424435	0.337800	0.344088	0.287272	0.461397	0.330487	0.383839	0.285843
3.590600	0.256229	0.333237	0.344951	0.381435	0.323920	0.333072	0.282787	0.400085	0.299499	0.350483	0.275247
3.589900	0.257031	0.316530	0.319904	0.353529	0.314340	0.326955	0.275343	0.376078	0.288402	0.323903	0.282381
3.589200	0.272210	0.289561	0.309620	0.314471	0.294418	0.309956	0.267261	0.363584	0.284559	0.296469	0.293443
3.588500	0.278779	0.260211	0.314167	0.273813	0.270654	0.291340	0.266150	0.355885	0.286184	0.271651	0.292122
3.587800	0.275223	0.252368	0.321139	0.264187	0.265589	0.286691	0.280029	0.378176	0.291556	0.269242	0.288807
3.587100	0.253734	0.258768	0.334858	0.277684	0.286873	0.297151	0.281417	0.428091	0.299786	0.295700	0.275918
3.586400	0.231208	0.279994	0.339474	0.323190	0.307317	0.298419	0.256785	0.431291	0.286169	0.340464	0.259598
3.585700	0.233839	0.280592	0.317780	0.339316	0.292939	0.282301	0.254815	0.383096	0.273585	0.332988	0.264390
3.585000	0.257121	0.265281	0.300656	0.323641	0.293114	0.277867	0.272622	0.370941	0.276342	0.318483	0.284818
3.584300	0.290134	0.262058	0.305243	0.321137	0.316534	0.287725	0.298030	0.390484	0.295581	0.336479	0.313720
3.583600	0.333794	0.270839	0.318039	0.352701	0.343319	0.304393	0.336499	0.396560	0.318017	0.358332	0.327332
3.582900	0.330582	0.297998	0.333358	0.396468	0.356610	0.342868	0.344322	0.388795	0.332356	0.358204	0.318471
3.582200	0.299975	0.339644	0.335256	0.439604	0.346546	0.377107	0.319904	0.392223	0.325191	0.350466	0.297141
3.581500	0.256129	0.337914	0.318964	0.442919	0.325000	0.353365	0.273753	0.377960	0.301988	0.341903	0.268520
3.580800	0.231354	0.296134	0.295383	0.394196	0.292493	0.304534	0.257942	0.332030	0.273204	0.324474	0.255636
3.580100	0.241079	0.278504	0.293428	0.382706	0.285813	0.294100	0.280918	0.313147	0.268189	0.322100	0.276758
3.579400	0.266264	0.286387	0.309096	0.393516	0.312119	0.322734	0.319942	0.343175	0.289854	0.357046	0.313078
3.578700	0.273192	0.320433	0.314850	0.385173	0.346420	0.361726	0.329158	0.408038	0.316157	0.423356	0.348880
3.578000	0.306361	0.328236	0.317465	0.370243	0.363910	0.363899	0.352048	0.451357	0.332300	0.441386	0.380839
3.577300	0.351668	0.329213	0.343928	0.386077	0.390390	0.373989	0.383886	0.471872	0.364327	0.437821	0.396379
3.576600	0.346301	0.348832	0.358987	0.422513	0.392615	0.395020	0.369938	0.468639	0.380165	0.431279	0.408736
3.575900	0.311185	0.367697	0.348641	0.439318	0.358172	0.393138	0.361578	0.488780	0.376481	0.406149	0.502051
3.575200	0.313419	0.354177	0.351584	0.429167	0.350887	0.367520	0.409119	0.630953	0.427677	0.411080	0.857551
3.574500	0.390620	0.361295	0.401952	0.458318	0.385649	0.368633	0.564540	0.901362	0.583421	0.472347	1.399506
3.573800	0.677201	0.436098	0.557488	0.584999	0.493850	0.411955	0.994102	1.515733	0.975594	0.653865	1.408261
3.573100	0.839786	0.733268	0.935762	1.020249	0.746384	0.585540	0.998392	1.976769	1.217820	1.316204	0.657730
3.572400	0.530995	1.192578	0.907260	1.634139	0.682567	0.679029	0.547310	1.181676	0.698466	2.080525	0.372418
3.571700	0.268900	1.247945	0.551655	1.567217	0.418908	0.434359	0.270993	0.615884	0.404467	1.659429	0.253443
3.571000	0.189195	0.613178	0.288657	0.706675	0.231850	0.243134	0.187548	0.311219	0.237312	0.704920	0.187567
3.570300	0.156586	0.344070	0.205551	0.382683	0.172071	0.185087	0.159042	0.229757	0.186762	0.394231	0.174657
3.569600	0.139240	0.233650	0.174725	0.258784	0.155839	0.167146	0.148594	0.205201	0.171181	0.279408	0.173182
3.568900	0.130690	0.188637	0.158862	0.209419	0.152229	0.163496	0.146193	0.196627	0.165320	0.228601	0.169378
3.568200	0.139556	0.171782	0.157287	0.194830	0.153771	0.165574	0.157580	0.201352	0.165301	0.207126	0.175617
3.567500	0.158070	0.163970	0.175300	0.200107	0.171442	0.182670	0.174250	0.214418	0.182649	0.211882	0.188796
